Time,CP
199307,3.841688107915221
199308,2.1493298087333095
199309,3.72964973646539
199310,3.5845553867879616
199311,4.3047431584702665
199312,3.746932728150533
199401,2.8301846611062516
199402,4.1962461877939035
199403,5.204834892392132
199404,4.9096027996446985
199405,4.035997266602369
199406,5.0600201420766275
199407,3.8309716827953473
199408,3.8675433796165635
199409,3.8008398340715317
199410,3.8354827136698404
199411,3.2115764794546493
199412,0.8014610883048903
199501,1.4871425277426198
199502,1.7106563333497888
199503,-0.008772590841566341
199504,0.20647603329191355
199505,-0.5622987073231371
199506,-0.14045627969665375
199507,0.5125914476229063
199508,0.019780399978621688
199509,-0.05562436565061191
199510,0.25608755794002036
199511,-0.6638425089863027
199512,-0.6594515528590357
199601,-0.06942035824021531
199602,0.8085900666097849
199603,2.1261301505861248
199604,1.9649077245150899
199605,2.547943271016532
199606,0.99532158323386
199607,0.8533369529055292
199608,2.0450278998192566
199609,0.9542204506074832
199610,0.9044951130321692
199611,0.05503758020684302
199612,0.9569116054414017
199701,1.3125483858608291
199702,1.7494826431102943
199703,1.6357445683704057
199704,1.3169012727592637
199705,1.774699379546803
199706,1.5871267881675557
199707,0.059445087824133935
199708,1.4197715363102859
199709,1.4188533548077125
199710,0.46431138260106763
199711,0.7675018689316992
199712,-0.014979926433650093
199801,0.328087529141051
199802,0.21054127081653462
199803,-0.14461405076609068
199804,0.1416087782724489
199805,-0.3085579267195797
199806,-0.6357160439440364
199807,-0.31509047796937395
199808,-0.6976352252083693
199809,-1.8594502657180065
199810,-0.42310922518056415
199811,-0.9150668389185093
199812,0.03646460861880385
199901,-0.6362427973723683
199902,0.018511546165974835
199903,0.6641009109381031
199904,0.5027935303983817
199905,0.8529311260479666
199906,-0.0897299695641749
199907,0.9846969490824513
199908,0.0569320891385523
199909,0.1392002103496921
199910,0.3638875836042281
199911,-0.601595602425256
199912,-0.25331440961112506
200001,-0.6595518705210992
200002,-0.7088284182532831
200003,-1.2695763130539675
200004,-0.31563158668247127
200005,-0.680072501630633
200006,-0.6780912246217774
200007,-1.216627875871847
200008,-1.4235745717405877
200009,-1.3631201801609834
200010,-1.3359798505727127
200011,-1.8391455061823052
200012,-1.250725452155546
200101,0.579697876964758
200102,0.30644930140899973
200103,1.442716995542792
200104,2.3534383742304144
200105,3.2131760631360393
200106,2.7436618099749275
200107,2.236311454027625
200108,1.997791292239139
200109,3.063253181233076
200110,3.3753677744582244
200111,5.1807208718759945
200112,5.372088686551059
200201,4.887405876907302
200202,4.843184139289118
200203,5.194383505180237
200204,5.634835404688772
200205,5.195998637592645
200206,5.484916521130952
200207,4.304434056791976
200208,4.106902104843028
200209,3.040559753291433
200210,3.9223579558978034
200211,5.054039088828807
200212,3.9911934180432933
200301,4.653125291798787
200302,3.5988668778800292
200303,4.046638872461518
200304,3.785896112183954
200305,1.9381024610034743
200306,2.819614782188472
200307,5.188516372462322
200308,4.852485495727667
200309,3.580697837341379
200310,4.186023714024845
200311,4.082293962558243
200312,4.203170217935005
200401,3.9340814139124696
200402,3.654650751099787
200403,3.518266831548729
200404,5.094277516239561
200405,5.009645895615206
200406,4.402465973501986
200407,4.191423603749124
200408,3.6089522799376894
200409,3.315399747380882
200410,2.551135010837518
200411,2.3746327391705258
200412,2.091653544129313
200501,1.1127259147602544
200502,1.160813588225686
200503,1.3961556350961999
200504,0.7479028289462342
200505,0.11130830254706225
200506,-0.6028195430429228
200507,-0.0432264527149222
200508,-0.9983539319532682
200509,-0.623065629086387
200510,-0.6376199015953574
200511,-0.5606539320987132
200512,-0.9566889900074038
200601,-1.199335927572232
200602,-1.380792600946947
200603,-0.8659783327817046
200604,-0.6723221094727059
200605,-0.907262664657118
200606,-1.3099393230183551
200607,-1.6226953308235714
200608,-2.0065312696847073
200609,-2.192127587300625
200610,-2.227065018279994
200611,-2.482860316546926
200612,-2.0187606611856346
200701,-1.7616099202963582
200702,-2.590933900267803
200703,-2.170734758794495
200704,-2.4797535978792737
200705,-1.3314031513695106
200706,-1.2462357437162268
200707,-1.4582787894262594
200708,-1.3437992324522945
200709,-0.5344674759457
200710,-0.18116766080412106
200711,0.30796964715795205
200712,0.1561224093060698
200801,1.4489199206868637
200802,1.3347715117095458
200803,4.018143808848738
200804,3.8143956920581736
200805,3.4477304899893078
200806,2.988074724781777
200807,1.715946414873482
200808,0.6219123145464511
200809,1.3225212804289708
200810,-0.07687892182740441
200811,-1.6235966203114778
200812,0.9637175606259243
200901,2.345655982737772
200902,3.564859255297887
200903,1.7204561835695866
200904,3.259199397966446
200905,3.4552730997554804
200906,4.396725510416669
200907,3.705324106236626
200908,2.798488328671562
200909,2.3783828213133393
200910,3.4430872737652027
200911,2.994533447743388
200912,4.316148750686814
201001,3.884516159171106
201002,4.297216519028154
201003,5.749000817965026
201004,4.579115248780463
201005,5.686880498362139
201006,5.600433282849016
201007,4.989226204174575
201008,3.816228061593571
201009,2.1271123793105366
201010,2.320221459258955
201011,3.22680586886611
201012,5.284892108573725
201101,4.031579633563772
201102,4.0320778782352615
201103,4.691423359105634
201104,3.770391802789076
201105,2.398697094696262
201106,4.165288243256016
201107,1.5602476410434378
201108,1.1049264594949657
201109,0.1691903240603354
201110,0.2888193068146112
201111,-0.16599986357276197
201112,-0.28199397782920177
201201,-0.5125557742167322
201202,-0.2583446258175883
201203,-0.11293453068532422
201204,-0.7218247915560081
201205,-0.9446005586586735
201206,-0.9748503800209042
201207,-0.9201341495198422
201208,-1.4105512229663275
201209,-0.7280209815901091
201210,-0.47950045717212064
201211,-0.8786222342100456
201212,-0.30542014674178963
201301,0.15052684037497555
201302,-0.38512784726802884
201303,-0.3176574383750874
201304,-0.4636935789557759
201305,0.19684677132589568
201306,1.1046608145435437
201307,1.2321072383395384
201308,1.9491700056183108
201309,1.6385592011453953
201310,1.5799462878030548
201311,1.8801392565720292
201312,2.6741744020274156
201401,1.7003686236458178
201402,1.9329290081270258
201403,2.5597455792596318
201404,2.2736833706860633
201405,1.8449572858404242
201406,2.3415421187763643
201407,3.6232903016021396
201408,2.8436526929107355
201409,3.4065617091398845
201410,2.8417731020875534
201411,2.4812181821683232
201412,2.812842744872487
201501,1.415950283741613
201502,2.375896233904247
201503,1.8414179493979166
201504,1.7927895151700266
201505,1.6860038302903977
201506,1.4268981119165014
201507,0.6879986731364349
201508,1.293985089816445
201509,0.45130676678981185
201510,1.6338165730472989
201511,0.9280376382605287
201512,1.4198540903953099
201601,0.2524493481258494
201602,0.6168186088044187
201603,0.23221324469461724
201604,0.5901258203310782
201605,0.49025589905504674
201606,-0.22578246090790577
201607,-0.5065075942549377
201608,-0.01740453939865727
201609,-0.15927989280582988
201610,0.3464396347433958
201611,1.4858100624879977
201612,1.64571882535727
201701,1.5270856434523656
201702,1.3714675264073044
201703,1.0762374850945928
201704,0.9181592322213437
201705,0.15695497691351523
201706,-0.2685279792727506
201707,0.1334095191256015
201708,-0.5370542149268918
201709,-0.3851986363414337
201710,-0.7509553334354084
201711,-0.6469050983674318
201712,-0.49446703776369105
201801,-0.3787848486295662
201802,0.11695263774973341
201803,-0.41461945057890404
201804,-0.48439901469839874
201805,-0.4344087868564088
201806,-0.2538007585687758
201807,-0.45683494926321444
201808,-0.4610658446034268
201809,-0.42786377224423333
201810,-0.6086585401241358
201811,-0.8683447268125697
201812,-1.7630146429552678
201901,-1.7879512994601807
201902,-1.6332648613797698
201903,-2.469824592354664
201904,-2.356133416990323
201905,-3.1302442741457046
201906,-2.918476864259679
201907,-2.5143454547937685
201908,-2.960120039296056
201909,-2.8107817055893687
201910,-2.2363670651629866
201911,-1.9300340423314886
201912,-1.7311412749156725
202001,-2.5912103230265187
202002,-2.544873203970317
202003,-1.8934781214969287
202004,-1.8893970567984013
202005,-2.456988169805479
202006,-3.0220016947182264
202007,-2.525101219604582
202008,-2.3985347952881444
202009,-2.6243337655659023
202010,-2.2745145040143706
202011,-2.248716077709073
202012,-2.17483761990031
202101,-2.098354442887179
202102,-0.9807904167686825
202103,-0.3600990091255385
202104,-0.5270943839581612
202105,-0.7391473961299155
202106,-0.47393361738867235
202107,-0.4278138665936999
202108,-0.2193515106103181
202109,0.4739007929063024
202110,1.585763019091023
202111,1.3819001981436818
202112,1.3109587770459674
202201,1.266093972522051
202202,0.6936171143029508
202203,1.146089079222678
202204,1.5232362824836443
202205,1.0875709915782732
202206,-0.6872028646656876
202207,-2.880026376979515
202208,-0.7518990796328264
202209,-0.40498383412511174
202210,-0.6971019384021311
202211,-2.3066401299934185
202212,-2.3597664651025063
202301,-3.3617617759332923
202302,-2.535122716360842
202303,-2.8147397950687676
202304,-3.649631212572565
202305,-4.052080949489429
202306,-3.8054060490061126
202307,-3.9333294238665886
202308,-3.5938060296169887
202309,-3.176058799280355
202310,-2.335564447734285
202311,-3.651524371210648
202312,-4.811154428020119
