Time,CP
197108,0.3820199293445157
197109,-0.3163309377763568
197110,1.9442641315491045
197111,1.6425265850722255
197112,2.458356797663381
197201,3.9940067805348356
197202,3.16062012169753
197203,1.9350460662723563
197204,3.029735657002501
197205,1.5003838187323026
197206,0.6189988033472176
197207,2.2014006704128555
197208,1.9496792757969423
197209,1.3981063083208056
197210,2.255088514650865
197211,1.692724046623649
197212,1.2325007323460184
197301,0.9848860471691623
197302,1.067423078574727
197303,-0.6969991640678046
197304,-0.3862884583260069
197305,-1.6017676931019835
197306,-3.174639391630695
197307,-2.8263140628917256
197308,-4.507531890148506
197309,-2.785305285566089
197310,-2.1810131225686504
197311,-3.144239750393531
197312,-1.552810431286673
197401,-1.0962425864612868
197402,-1.1405851388467667
197403,-2.7794789608859816
197404,-3.3212673887605817
197405,-2.9962294440223545
197406,-2.3334148815449822
197407,-2.911902024780062
197408,-5.7571497789310655
197409,-1.8082164298302033
197410,-1.0284672105534582
197411,-3.2150343342200216
197412,-1.6487539616324156
197501,0.8117358986742502
197502,0.8715672302271926
197503,1.7545991591173475
197504,1.9350134314694998
197505,3.145007960843948
197506,2.9771823326942837
197507,1.9512927982913126
197508,3.6033032573813486
197509,4.472960869702973
197510,2.8656048926984994
197511,2.2621824172741327
197512,3.466669832810794
197601,2.541585893007891
197602,1.4946146856921487
197603,3.3934551264469377
197604,2.3706113065292342
197605,3.9403777104550457
197606,3.509143569512794
197607,3.5873081613124356
197608,4.045823651857738
197609,3.445698264646289
197610,5.0039793763422225
197611,5.393819239808984
197612,3.873953200083456
197701,5.190020403755099
197702,5.570618008618041
197703,5.094494154824595
197704,5.965626288443417
197705,3.9565922276517256
197706,4.597252111094431
197707,3.7764733371910353
197708,1.624080614272792
197709,1.03242719699643
197710,1.6600234906762168
197711,1.0416406696843836
197712,1.5239163047428548
197801,1.8786034945365273
197802,1.3855095071181438
197803,1.2303982599551802
197804,1.7267910754210405
197805,0.27319754919584227
197806,-0.11985742077204264
197807,-0.918238182740744
197808,-0.5519199240143919
197809,-1.2892280479808207
197810,-0.4426354638660186
197811,-2.7196437756587244
197812,-4.1627063307525205
197901,-3.535812673826051
197902,-1.8713349058813264
197903,-0.668697065465004
197904,-0.06003621710571139
197905,-0.2181180027196774
197906,-0.23436370981218602
197907,-1.0199688137935041
197908,-3.183628118201682
197909,-3.93959228573393
197910,-3.162917482895928
197911,-1.7941046355520314
197912,-2.729810793997558
198001,-1.6021914968305424
198002,-2.6047904392847983
198003,-9.580825800228965
198004,-1.1666231475725723
198005,2.5735883372155186
198006,1.2833081998884737
198007,2.308321185640601
198008,1.544858124111478
198009,-1.1171037477032044
198010,0.8327135732056661
198011,-0.3459009649904772
198012,-0.6461960191960259
198101,-3.618850889514299
198102,0.3752583350447338
198103,4.21690001452248
198104,2.9357590130006344
198105,-0.8616930661814166
198106,-0.2746902999009535
198107,-0.5452568405305414
198108,0.19690764851188192
198109,4.276549478295152
198110,7.411354787237528
198111,10.486748073343286
198112,6.043471557852669
198201,5.290238029521582
198202,1.8560157155876311
198203,2.090747338197616
198204,4.212748515001522
198205,5.7265325196449695
198206,4.059797013557983
198207,3.2424243341706642
198208,4.942156554443969
198209,11.942945199850797
198210,4.80191557894149
198211,2.042991353947862
198212,-0.85530945178877
198301,-4.491884813896213
198302,-4.14298645942705
198303,-5.463917130481427
198304,-8.105639271531153
198305,-4.418606229700572
198306,-6.362601325067928
198307,-3.566753273176886
198308,-4.549746496182976
198309,-4.2487388916761475
198310,-0.10816310164789655
198311,2.201655569669093
198312,2.257501715062105
198401,1.198007045681642
198402,4.853425596327874
198403,3.2522562318826402
198404,3.7178529095752424
198405,2.84724668874253
198406,4.7480260745873295
198407,3.5142282723429688
198408,3.9612717121335947
198409,4.245489217030986
198410,5.350693889410685
198411,11.847793686595907
198412,13.620682535761738
198501,16.11140698425166
198502,15.279542549122056
198503,15.112220584417898
198504,12.17184288187321
198505,15.11048538501089
198506,12.908855004167663
198507,11.544148593253453
198508,8.891498125770603
198509,8.993221800474409
198510,5.813524614492827
198511,4.861875194784822
198512,5.680062739169685
198601,2.356997198898462
198602,-1.0778621718343473
198603,-1.2724718881846115
198604,0.5216747329414204
198605,2.965024079293073
198606,1.6145266503831053
198607,1.1172148409182938
198608,0.9722527155473557
198609,3.6437285264230326
198610,1.757012685345103
198611,2.409690618439221
198612,3.2640491624463372
198701,3.067122939965614
198702,2.0691734488546594
198703,3.481186349876104
198704,1.9225822484097321
198705,1.2268588545990085
198706,2.13122133533097
198707,2.8656471190529302
198708,2.3493304476058228
198709,4.002203049277433
198710,6.138519791144539
198711,5.162150493006493
198712,4.796457703482901
198801,3.7333254204419006
198802,3.2091323586078886
198803,4.858685417497043
198804,5.368999344689541
198805,4.379360798569934
198806,3.9527963361806187
198807,3.500654819469368
198808,3.2373443010843346
198809,2.873315329393826
198810,1.4593254841356398
198811,1.5004558684867817
198812,0.03346621578988618
198901,0.045083649676755044
198902,0.3594743765032078
198903,-1.9914949705292386
198904,-0.7155184487049695
198905,-1.7439997802466962
198906,0.3042282104866558
198907,-0.4928713101518909
198908,-0.1057528346639387
198909,0.33859722628267264
198910,0.041303993859095556
198911,0.23959563953590646
198912,1.103613537930606
199001,0.9183013451031883
199002,1.6689080747223883
199003,0.9329109432083129
199004,1.5627423541305987
199005,0.7999865963182984
199006,0.6565299915456464
199007,1.010741647857266
199008,2.748413953031502
199009,2.730876943890884
199010,2.2403067256533333
199011,2.010203020361722
199012,2.8377351794111476
199101,3.3448454031455697
199102,3.2070234179832795
199103,4.780639807781071
199104,5.41007380635412
199105,5.584736522526185
199106,5.256304343195538
199107,5.352689698490899
199108,6.411752455609296
199109,6.2538168625340695
199110,7.060896178822084
199111,7.838877747770216
199112,7.694520301422152
199201,7.932625405511541
199202,8.208921897528011
199203,8.534353598991835
199204,8.02139311976941
199205,6.458202089505495
199206,6.625646973060089
199207,6.360546309012399
199208,6.396765644815403
199209,5.994943565870692
199210,6.268985658840013
199211,6.822488441534478
199212,6.5754546822748345
199301,3.6428006552216665
199302,3.4061076335324927
199303,4.642520196558959
199304,3.4427758158486697
199305,3.5616290108734745
199306,2.99663001647923
