model,benchmark,target_group,target_name,maturity_months,horizon,n_oos,rmse_model,rmse_benchmark,mae_model,mae_benchmark,mse_model,mse_benchmark,oos_r2,source_used,run_tag
DNS,RW,yields,m220,220.0,12,420,0.007722935401843281,0.007713116775393366,0.005923176305645975,0.006152255760109528,5.9643731221044236e-05,5.9492170390854555e-05,-0.0025475760792379454,mat,dns_yield_h12
DNS,RW,yields,m221,221.0,12,420,0.007720108673014352,0.007702714936281497,0.005921781183835051,0.006141544448728574,5.960007792315143e-05,5.933181738961406e-05,-0.004521360466270163,mat,dns_yield_h12
DNS,RW,yields,m222,222.0,12,420,0.0077175315737432835,0.0076928000996973455,0.005920344861437159,0.006130946764485715,5.956029359172448e-05,5.9179173373903494e-05,-0.0064401071541335675,mat,dns_yield_h12
DNS,RW,yields,m223,223.0,12,420,0.007715162018167152,0.007683346380730372,0.005918926459065398,0.0061205424765619085,5.952372496656904e-05,5.9033811606282515e-05,-0.008298860381130924,mat,dns_yield_h12
DNS,RW,yields,m224,224.0,12,420,0.0077129013718504665,0.007674268811458945,0.005917459530706282,0.006110280644480951,5.9488847571892814e-05,5.889440179053149e-05,-0.010093417426592977,mat,dns_yield_h12
DNS,RW,yields,m225,225.0,12,420,0.0077106118070724055,0.007665445630800133,0.005916021574817901,0.0061002008285238095,5.945353443936439e-05,5.8759056718752854e-05,-0.011819075379913224,mat,dns_yield_h12
DNS,RW,yields,m226,226.0,12,420,0.007708146062181284,0.007656746573279062,0.005914521952550961,0.006090294175590473,5.941551571592084e-05,5.862576808742066e-05,-0.0134709984067507,mat,dns_yield_h12
DNS,RW,yields,m227,227.0,12,420,0.007705377520438955,0.007648059254369727,0.005912881598237391,0.006080517969304764,5.937284273248598e-05,5.849281035835043e-05,-0.015045137492011751,mat,dns_yield_h12
DNS,RW,yields,m228,228.0,12,420,0.007702216519363791,0.007639304909053394,0.005911065929216708,0.006070859378266669,5.932413931116048e-05,5.8358979493487274e-05,-0.01653832582492143,mat,dns_yield_h12
DNS,RW,yields,m229,229.0,12,420,0.007698608591683859,0.007630440258813752,0.005909035025297677,0.006061418055771429,5.926857424794853e-05,5.8223618543325684e-05,-0.017947282061235637,mat,dns_yield_h12
DNS,RW,yields,m230,230.0,12,420,0.007694523934996645,0.007621450646776433,0.005906740343451925,0.0060520728394190424,5.920569858623626e-05,5.80865099612489e-05,-0.019267616968793533,mat,dns_yield_h12
DNS,RW,yields,m231,231.0,12,420,0.007689954288197506,0.007612343751261064,0.005904132702760488,0.006042747937638096,5.9135396954567214e-05,5.794777738736337e-05,-0.020494652612212727,mat,dns_yield_h12
DNS,RW,yields,m232,232.0,12,420,0.0076849280059449595,0.007603149234796349,0.005901186646777958,0.006033412938761908,5.905811845655717e-05,5.780787828658431e-05,-0.02162750488393206,mat,dns_yield_h12
DNS,RW,yields,m233,233.0,12,420,0.007679534208261003,0.007593918901408194,0.005898093961299606,0.006024052884214287,5.897524565585096e-05,5.766760428116463e-05,-0.022675493303151217,mat,dns_yield_h12
DNS,RW,yields,m234,234.0,12,420,0.0076739239891408136,0.007584714554664877,0.005895011610622609,0.006014672033428571,5.888910939111085e-05,5.7527894875745215e-05,-0.0236618169030125,mat,dns_yield_h12
DNS,RW,yields,m235,235.0,12,420,0.0076682641464085755,0.007575581250131689,0.00589188214300566,0.0060052880752857135,5.880227501909524e-05,5.738943127734681e-05,-0.024618535334852032,mat,dns_yield_h12
DNS,RW,yields,m236,236.0,12,420,0.007662667542819234,0.007566526099240159,0.005888779125054524,0.00599591984416666,5.8716473871775354e-05,5.7252317210482504e-05,-0.025573753738386218,mat,dns_yield_h12
DNS,RW,yields,m237,237.0,12,420,0.007657157547570508,0.007557523548220376,0.005885757772130846,0.005986578069738094,5.8632061708316005e-05,5.7116162181905506e-05,-0.026540640486008238,mat,dns_yield_h12
DNS,RW,yields,m238,238.0,12,420,0.007651692631579914,0.007548540952815248,0.0058828625448800196,0.00597728956647619,5.854840012817436e-05,5.6980470516328935e-05,-0.027516964981819658,mat,dns_yield_h12
DNS,RW,yields,m239,239.0,12,420,0.007646220729059571,0.00753956195147204,0.005880066682664607,0.005968320282309525,5.846469143750028e-05,5.684499442008488e-05,-0.028493221504180877,mat,dns_yield_h12
DNS,RW,yields,m240,240.0,12,420,0.007640717578518676,0.007530595057491284,0.005877969615079394,0.005959401951690473,5.838056511468429e-05,5.670986191991215e-05,-0.029460540692755943,mat,dns_yield_h12
DNS,RW,yields,m241,241.0,12,420,0.007635192211041887,0.007521669990101462,0.005876069061797642,0.005950553189476188,5.829616009955469e-05,5.657551943999292e-05,-0.03041316591687293,mat,dns_yield_h12
DNS,RW,yields,m242,242.0,12,420,0.007629672619467227,0.007512829693025171,0.00587423245396838,0.0059418381066428565,5.82119042802479e-05,5.644260999640068e-05,-0.03134678364377641,mat,dns_yield_h12
DNS,RW,yields,m243,243.0,12,420,0.007624190345535307,0.0075041233727955615,0.005872555875789432,0.005933443687642861,5.812827842495379e-05,5.631186759413664e-05,-0.03225627045277202,mat,dns_yield_h12
DNS,RW,yields,m244,244.0,12,420,0.007618773188831781,0.007495601953335322,0.005871019434798931,0.005925195777738091,5.8045704902861976e-05,5.6184048642844306e-05,-0.03313496098958657,mat,dns_yield_h12
DNS,RW,yields,m245,245.0,12,420,0.007613445411186195,0.007487315120149157,0.00586967581905084,0.005917173290642855,5.796455102911213e-05,5.605988770841418e-05,-0.033975510807384035,mat,dns_yield_h12
DNS,RW,yields,m246,246.0,12,420,0.007608230721144032,0.0074793087146265876,0.005868407669831099,0.005909327360547619,5.788517470615984e-05,5.594005884868922e-05,-0.03477143030421059,mat,dns_yield_h12
DNS,RW,yields,m247,247.0,12,420,0.007603154002981093,0.007471621754098037,0.005867387725065283,0.005901669713999998,5.7807950793047414e-05,5.5825131636311025e-05,-0.03551839643933197,mat,dns_yield_h12
DNS,RW,yields,m248,248.0,12,420,0.007598240375372708,0.007464283157794362,0.005866375003373253,0.005894206908904763,5.7733256801943985e-05,5.5715523059732575e-05,-0.03621492954572458,mat,dns_yield_h12
DNS,RW,yields,m249,249.0,12,420,0.007593512252283615,0.007457308696264686,0.005865359218615658,0.005886945445857138,5.7661428325581386e-05,5.561145299138491e-05,-0.03686246670292981,mat,dns_yield_h12
