Time,xr_2,xr_3,xr_4,xr_5,xr_6,xr_7,xr_8,xr_9,xr_10,12 m,24 m,36 m,48 m,60 m,72 m,84 m,96 m,108 m,120 m,fwd_2,fwd_3,fwd_4,fwd_5,fwd_6,fwd_7,fwd_8,fwd_9,fwd_10,F1,F2,F3,F4,F5,F6,F7,F8,F1^3,slope,level,curvature,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,CP,IV_5,IV_10,IV_30,RV_5,RV_10,RV_20
198011,1.16348739,0.810654888,0.540484106,-1.211085499,-2.016871901,-3.393616311,-5.7364518,-7.244873569,-8.640138513,14.08466845,13.2521049,12.81362984,12.68962259,12.45894593,12.23332328,12.03844507,11.91520127,11.85044936,11.87007954,12.41954135,11.93667973,12.31760085,11.53623927,11.10521,10.86917583,11.05249469,11.33243408,12.04675118,-0.57436397,-0.137280629,-0.386384357,0.599778679,0.516620096,0.364480147,0.354020799,0.185764143,-0.18947921,-1.38202536,12.52704346,0.102146293,-0.832563549,-1.271038607,-1.395045857,-1.625722522,-1.851345176,-2.046223382,-2.16946718,-2.234219091,-2.214588909,-0.345900965,,,,,,
198012,-1.610013725,-3.444846361,-5.117147043,-7.720895172,-9.46105248,-10.75315032,-12.90117881,-15.26583528,-17.65264733,13.12151131,12.28154873,12.10092104,12.05558445,11.9234269,11.85596872,11.83151362,11.77073085,11.69696031,11.68698104,11.44158615,11.73966565,11.91957469,11.39479668,11.51867782,11.68478302,11.3452515,11.10679601,11.5971676,-0.241773659,-0.540882686,-0.722461853,0.425035454,0.749598924,-0.035056695,0.175135977,0.143375176,-0.014132759,-0.594567687,11.96398556,0.060837991,-0.839962581,-1.020590275,-1.065926862,-1.198084415,-1.265542594,-1.289997693,-1.350780458,-1.424550996,-1.434530268,-0.646196019,,,,,,
198101,-1.963951593,-3.846173045,-5.999653425,-7.920833479,-8.302364705,-9.856795408,-11.69943948,-13.55849834,-15.68177584,13.5660844,12.58574606,12.31723842,12.12982961,12.06452465,12.11325571,12.14611784,12.1418144,12.12717929,12.10935494,11.60540772,11.78022314,11.56760319,11.80330479,12.356911,12.34329063,12.11169031,12.01009846,11.94893578,0.308186281,-0.142766025,-0.886799078,-0.437521387,0.812824383,-0.382335949,0.088892715,0.047492826,0.029271158,-0.476391117,12.25320855,0.283025853,-0.980338339,-1.248845979,-1.436254787,-1.501559751,-1.452828692,-1.41996656,-1.424270001,-1.438905105,-1.456729457,-3.61885089,,,,,,
198102,-0.92808465,-1.534049144,-2.136903194,-3.071488005,-3.616250233,-4.096090971,-5.026598157,-5.827432321,-6.775528081,13.6721021,13.13065333,13.12760576,13.05825084,12.94504275,12.9155237,12.84449393,12.77727911,12.73661776,12.7170623,12.58920457,13.12151061,12.85018609,12.4922104,12.76792843,12.41831528,12.3067754,12.41132697,12.54106312,0.211723176,-0.18916985,-0.444904121,0.313093978,0.267464851,0.025807337,0.001004889,-0.272708081,0.009490852,-0.413591035,12.93091946,-0.021184938,-0.541448764,-0.544496337,-0.613851255,-0.727059344,-0.756578397,-0.827608171,-0.894822987,-0.935484336,-0.9550398,0.375258335,,,,,,
198103,-1.169840852,-2.032314155,-2.824455237,-4.304173887,-4.832115516,-6.061864243,-7.492419071,-9.163594671,-10.40463373,12.53865904,12.54849181,12.66325049,12.75273555,12.66374175,12.62939493,12.59063706,12.50446421,12.42203555,12.40541435,12.55832458,12.89276786,13.02119073,12.30776656,12.4576608,12.35808985,11.9012543,11.76260627,12.25582356,0.188714182,-0.16779169,0.03610767,-0.419209486,0.353408063,-0.294358274,0.006585941,-0.05939781,0.006720686,-0.143077455,12.53921597,-0.186788672,0.009832767,0.124591451,0.21407651,0.125082712,0.090735886,0.051978018,-0.034194827,-0.116623488,-0.133244687,4.216900015,,,,,,
198104,0.374441397,0.330258026,0.524653505,0.210786088,1.263866123,0.709124013,-0.075358369,-0.519751709,-1.418483519,14.36600552,13.98699911,13.80366239,13.74129048,13.52086861,13.53046502,13.4976308,13.38336221,13.25345222,13.18315976,13.6079927,13.43698896,13.55417473,12.63918114,13.5784471,13.30062546,12.58348208,12.21417226,12.5505277,-0.108902289,-0.303757408,-0.242700521,0.289294422,0.372172403,0.112470119,0.296376768,-0.045282274,-0.001291549,-0.803839344,13.56367583,0.064210828,-0.379006409,-0.562343127,-0.624715042,-0.84513691,-0.835540495,-0.868374717,-0.982643307,-1.112553301,-1.182845753,2.935759013,,,,,,
198105,0.744748059,-0.163314663,-0.606615785,-1.628014461,-2.694099046,-3.674517607,-4.773102542,-5.710212562,-7.595722026,14.42219512,13.90057649,13.4640461,13.32098452,13.1138618,12.86398718,12.76276704,12.6879354,12.61005607,12.59550746,13.37895786,12.59098532,12.8917998,12.28537091,11.61461405,12.15544621,12.16411395,11.98702143,12.46456992,-0.141765307,-0.249242913,-0.549558808,0.740923912,0.609177808,0.244587029,0.233734747,0.077481589,-0.002849114,-1.305069035,13.20331525,0.134180172,-0.521618626,-0.958149017,-1.101210593,-1.308333315,-1.558207941,-1.659428079,-1.734259715,-1.812139045,-1.826687661,-0.861693066,,,,,,
198106,-0.438392161,-1.649791682,-2.465351532,-3.344896444,-3.699780195,-5.167583681,-5.945394688,-7.193792446,-9.940198623,14.07947237,13.80505308,13.51489711,13.47181249,13.35279408,13.2001176,13.16287542,13.08484987,12.95678543,12.84448743,13.53063379,12.93458517,13.34255861,12.87672048,12.4367352,12.93942234,12.53867097,11.93226992,11.83380546,0.402755735,-0.204013296,-0.584308352,-0.372674788,0.832448387,-0.671136291,0.022880636,-0.040609122,0.065331887,-0.960565648,13.33411153,-0.028023829,-0.274419291,-0.56457526,-0.607659884,-0.726678286,-0.879354767,-0.916596947,-0.994622504,-1.122686943,-1.23498494,-0.2746903,,,,,,
198107,1.996415092,3.062185214,3.053297503,3.309030817,4.590001075,3.042059415,3.416983398,3.353309779,2.582809071,15.36607181,14.88731906,14.65621206,14.40414734,14.10456145,13.98126082,13.89262859,13.851404,13.8034331,13.74063901,14.4085663,14.19399808,13.64795316,12.9062179,13.36475769,13.36083521,13.56283186,13.41966592,13.17549222,-0.030008164,-0.175848027,-0.66425066,0.469643025,0.843630013,-0.003603981,0.150305645,-0.048980285,-2.70E-05,-1.146680041,14.24417317,0.209417585,-0.478752752,-0.709859743,-0.961924469,-1.261510357,-1.384810984,-1.473443215,-1.514667806,-1.562638705,-1.625432793,-0.545256841,,,,0.166736779,0.252160366,0.292611784
198108,4.461733911,6.772098421,8.670930152,10.03209854,11.85669246,12.69175028,16.05707981,16.50778791,13.65231385,15.96195666,15.68063318,15.32082733,15.14934977,14.84693872,14.67960225,14.67038207,14.57347274,14.40045252,14.20550911,15.3993097,14.60121563,14.63491709,13.6372945,13.8429199,14.61506099,13.89510747,13.01629078,12.45101842,0.253868581,-0.180124372,-0.242623073,0.414545119,0.539502292,0.118863094,0.230615599,-0.007458838,0.016361641,-1.475124067,14.911027,0.096132431,-0.281323478,-0.641129328,-0.812606889,-1.115017942,-1.282354411,-1.291574591,-1.388483915,-1.561504133,-1.756447544,0.196907649,,,,0.243743672,0.26722532,0.503514327
198109,5.748433363,9.152755571,12.1905018,14.24019834,17.88780074,18.95838016,23.84708295,27.24968811,27.55763048,15.56199618,15.71892691,15.56899281,15.47514821,15.19537085,14.98909998,14.95028413,14.94101953,14.94456474,14.93870687,15.87585764,15.2691246,15.19361442,14.07626141,13.9577456,14.71738902,14.87616736,14.97292644,14.88598599,0.637737164,-0.028144035,-0.203624424,0.250080354,0.131233881,-0.157937157,-0.455568072,0.035123673,0.259373247,-0.780220047,15.28433488,0.133446038,0.15693073,0.006996625,-0.086847971,-0.366625331,-0.572896207,-0.611712058,-0.620976653,-0.617431441,-0.623289316,4.276549478,,,,0.223561976,0.295461605,0.458157947
198110,4.894909142,8.128632837,11.3351004,14.48907109,20.45196453,21.18219731,25.24136374,27.13876921,26.12566155,13.91403285,14.007043,13.91110449,14.02953756,13.987032,14.29918237,14.27062262,14.09884142,13.98125639,13.82510018,14.10005316,13.71922748,14.38483674,13.81700978,15.85993421,14.09926416,12.89637298,13.0405762,12.41969424,0.871246892,-0.135924978,0.108598151,-0.281535249,0.252070556,-0.248730942,-0.112115333,-0.038746433,0.661338378,-0.181942824,13.93972506,-0.070960409,0.093010157,-0.002928351,0.11550471,0.072999154,0.385149522,0.356589778,0.184808573,0.067223549,-0.088932667,7.411354787,,,,0.286213608,0.372560723,0.453143146
198111,3.109529539,5.38606399,7.758011411,8.3724028,9.997775072,10.7811899,13.8175899,15.0870053,14.86561217,11.25605396,11.7727831,12.04444594,12.35528667,12.26642862,12.26301056,12.4247705,12.47678117,12.5840295,12.62559341,12.28951223,12.58777163,13.28780887,11.91099641,12.24592024,13.39533018,12.84085584,13.44201612,12.99966865,1.199182813,0.263346286,-0.032811909,-0.953643284,0.3270381,-0.73765415,-0.26120254,0.00594813,1.724472155,0.852810317,12.22160171,-0.067240365,0.516729134,0.788391978,1.099232711,1.010374657,1.006956594,1.16871654,1.220727208,1.327975536,1.369539451,10.48674807,,,,0.377260456,0.339467478,0.461929429
198112,4.851117995,8.438315517,11.67656633,14.19851002,16.62229483,17.83996453,21.70767182,23.63467999,25.02748055,13.05159987,13.31304908,13.40599118,13.55412958,13.49507069,13.40870572,13.42078776,13.42712085,13.48899405,13.51781572,13.57449828,13.59187537,13.99854481,13.25883513,12.97688086,13.49327999,13.47145247,13.98397965,13.77721079,0.943760081,-0.008577261,0.020708623,0.172191306,0.061080154,0.195480845,0.106661423,-0.050714061,0.840591146,0.204766646,13.4419785,-0.079638293,0.261449205,0.354391302,0.502529711,0.443470821,0.357105849,0.369187887,0.375520977,0.437394177,0.46621585,6.043471558,,,,0.256598184,0.198654103,0.343574137
198201,4.824417225,8.394377732,11.25395553,13.37747093,16.07003859,17.10029512,20.40329147,21.35562716,22.39975716,13.56935932,13.61590195,13.65096249,13.66934308,13.48316291,13.55225598,13.60969575,13.64212845,13.68991565,13.63997362,13.66244459,13.72108357,13.72448485,12.73844223,13.89772133,13.95433439,13.86915732,14.07221329,13.19049535,0.878193692,-0.049644619,-0.274472843,0.93909844,-0.102695937,0.58098816,0.238553275,0.125335677,0.677284194,0.024071669,13.5796795,0.144774877,0.046542639,0.081603177,0.099983766,-0.086196404,-0.017103334,0.040336438,0.072769134,0.120556338,0.070614307,5.29023803,,,,0.218765071,0.271833927,0.306723181
198202,5.215749894,8.827031227,11.91676197,14.75175272,17.12447333,18.8934777,22.31252585,22.97925055,24.40299044,13.51728922,13.62238216,13.56593482,13.53114992,13.48745807,13.38924106,13.36753271,13.34811126,13.36378322,13.35775861,13.72747511,13.45304014,13.42679521,13.31269066,12.89815602,13.23728258,13.21216113,13.48915888,13.30353719,-0.073746809,0.20712833,0.267062756,0.465798754,0.936729961,0.429151911,-0.13283232,-0.22420109,-0.000401079,-0.264623548,13.48919961,0.002612322,0.105092945,0.048645604,0.0138607,-0.029831151,-0.128048158,-0.149756512,-0.169177959,-0.153506,-0.159530603,1.856015716,,,,0.279961928,0.208865258,0.361745778
198203,4.606650431,8.277298724,11.53839362,13.71050959,16.43947515,18.41736984,21.84154796,22.32504683,22.29589503,13.72816543,13.7417033,13.76557947,13.7710559,13.61396521,13.60961077,13.56992482,13.55290695,13.5466798,13.31152268,13.75524116,13.81333181,13.78748521,12.98560243,13.58783858,13.33180912,13.43378187,13.49686262,11.19510861,0.847869304,-0.076307563,0.006184464,-0.259739121,0.42294595,-0.155889016,-0.179845652,-0.055697757,0.609518284,-0.430180612,13.5557304,-0.087352218,0.013537868,0.03741404,0.042890476,-0.114200219,-0.118554657,-0.158240607,-0.175258476,-0.181485624,-0.416642744,2.090747338,,,,0.170040568,0.143139618,0.231601902
198204,4.851730144,8.452172137,11.22976618,13.29558786,16.23183363,18.65227187,21.40913613,21.93853954,23.64272503,13.2335513,13.35736182,13.35816763,13.25688786,13.1105837,13.23471435,13.25375008,13.17935202,13.20934174,13.08517097,13.48117233,13.35977925,12.95304855,12.52536706,13.85536757,13.36796447,12.6585656,13.44925951,11.96763406,0.753254321,0.17161973,-0.17943395,0.032385485,0.408495004,0.207723088,0.250501056,-0.07881718,0.42739053,-0.272190844,13.18437216,0.110682693,0.123810512,0.124616324,0.023336556,-0.122967603,0.001163042,0.020198774,-0.054199286,-0.024209564,-0.148380332,4.212748515,,,,0.114315716,0.178174271,0.212739433
198205,4.32541845,7.300453512,9.917384268,11.60878085,13.69444843,15.25998452,17.679692,19.03064197,20.57390116,12.63420981,13.06662892,13.15611959,13.19378209,13.0911654,13.09861529,13.12205581,13.09731526,13.23651127,13.06819323,13.49904804,13.33510092,13.30676959,12.68069863,13.13586477,13.26269888,12.92413145,14.35007938,11.55333085,0.577567817,0.546318555,-0.354630981,-0.252305783,0.432574174,0.0389722,-0.118436307,-0.111093855,0.192667719,0.001564309,13.07532918,-0.023754319,0.432419117,0.521909782,0.559572282,0.456955591,0.464405487,0.487846,0.463105455,0.602301468,0.433983426,5.72653252,,,,0.165618146,0.156359899,0.165653495
198206,4.631886839,8.286582403,11.14937575,12.74290485,15.98237625,17.83486846,20.34028609,21.48927121,22.22499338,13.96902595,14.05750532,14.09104304,14.00734862,13.76420269,13.87137321,13.79210304,13.71567362,13.8117334,13.45334208,14.1459847,14.15811846,13.75626539,12.79161895,14.40722583,13.31648198,13.18066767,14.58021164,10.22782024,0.62260221,0.108355653,-0.23499201,0.657514579,0.312279022,0.446516153,-0.251869649,-0.176425036,0.241341482,-0.604163243,13.75835003,-0.008778988,0.088479374,0.122017087,0.038322675,-0.20482326,-0.097652736,-0.176922913,-0.253352333,-0.157292553,-0.515683869,4.059797014,,,,0.180395814,0.22079322,0.233847012
198207,2.967689217,5.338420158,6.326061477,6.163677281,9.137980389,10.69714515,12.21424529,12.27970267,12.37688782,12.41215121,12.77018959,13.06574001,12.96192616,12.78629841,13.14004482,13.1468824,13.18893954,13.27305658,12.94217193,13.12822796,13.65684087,12.65048458,12.08378743,14.90877687,13.18790788,13.48333954,13.94599293,9.96420999,0.780328148,-0.035716711,0.347192851,-0.340268202,0.245666245,0.127541655,-0.092738279,0.039629476,0.475151187,0.17198234,12.83288664,0.069882345,0.358038375,0.653588804,0.549774946,0.3741472,0.72789361,0.734731189,0.776788331,0.860905374,0.530020715,3.242424334,,,,0.272817727,0.188390491,0.259440335
198208,2.030735172,3.360442402,3.655812839,3.621817364,4.935734469,3.557761572,3.791859027,6.031046731,5.277423553,10.93757579,11.61421345,11.98817076,12.0601596,12.05179287,12.33982792,12.08124935,12.14179102,12.49342451,12.14169443,12.29085112,12.73608536,12.27612612,12.01832597,13.78000317,10.52977795,12.56558268,15.30649247,8.976123696,0.991117588,0.09767489,0.392123441,-0.60143359,0.026846096,-0.162953316,-0.18554489,-0.227704238,0.973588754,0.527480977,11.93590025,-0.173838928,0.676637663,1.050594964,1.122583805,1.11421708,1.40225213,1.143673562,1.204215227,1.555848723,1.204118641,4.942156554,,,,0.277785697,0.250405164,0.315526666
198209,2.244967801,3.544878404,4.202018779,2.772261015,4.449845659,2.85025154,2.430391556,4.074023079,3.618533892,10.12742428,10.99611334,11.38269829,11.54366494,11.29696059,11.68860209,11.44558244,11.4611748,11.80749356,11.43686402,11.86480239,12.1558682,12.02656487,10.3101432,13.64680959,9.987464575,11.57032128,14.57804362,8.101198155,0.651423471,0.342388218,0.238120173,-0.525500677,0.250072336,0.153232824,0.306875865,-0.077052559,0.276433203,0.440750681,11.24331265,-0.080471912,0.868689054,1.255274009,1.416240654,1.169536307,1.561177808,1.318158163,1.333750517,1.680069275,1.309439735,11.9429452,,,,0.148639561,0.176181212,0.22935472
198210,0.959282847,1.090448389,0.139909205,-2.01314902,-0.583251554,-3.636237419,-4.828648526,-4.440318813,-8.413488989,9.205144018,9.845323901,10.28967233,10.38301402,10.28581937,10.79968803,10.51933354,10.59731319,10.91236749,10.35606129,10.48550378,11.17836917,10.66303909,9.89704076,13.36903138,8.837206556,11.14317073,13.4328019,5.349305519,0.971226524,0.468007492,-0.043487664,-0.723587865,0.168218411,-0.013601484,0.085736048,-0.091585328,0.916139489,0.510737391,10.16240152,-0.18512677,0.640179882,1.084528307,1.177869998,1.080675347,1.594544016,1.314189519,1.392169168,1.70722347,1.150917273,4.801915579,        ,        ,0.1818,0.313044827,0.27284592,0.197271549
198211,0.648654558,0.564560957,0.429092703,-1.071417531,-0.261285159,-2.136741683,-2.03337079,-1.153917953,-6.089735049,9.179982693,9.745609934,10.13569377,10.42592158,10.46484686,10.82269161,10.67722936,10.86415078,11.12602978,10.52610438,10.31123718,10.91586145,11.29660502,10.62054797,12.61191535,9.80445584,12.17260073,13.22106178,5.12677576,0.614435791,0.063117632,0.224309481,-0.353658992,0.221090734,0.330624595,0.063690219,-0.094073816,0.231968768,0.780494443,10.24552039,-0.328989706,0.565627242,0.955711081,1.245938892,1.284864169,1.642708918,1.497246665,1.684168086,1.946047086,1.346121684,2.042991354,        ,        ,        ,0.147525585,0.129642376,0.169602996
198212,0.140417071,-0.328603117,-1.115594136,-2.714447208,-2.375976248,-4.804764413,-5.399659245,-5.495411264,-10.70211288,8.723380288,9.364029068,9.82945071,10.05631089,10.15566793,10.50899165,10.37967073,10.58933332,10.78878631,10.19585666,10.00467785,10.76029399,10.73689145,10.55309606,12.27561029,9.603745179,12.05697148,12.38441023,4.859489795,0.400241129,0.040860106,0.181011925,-0.261668378,0.076842137,0.150389812,-0.000377377,0.203241168,0.064115812,0.831827593,9.905184552,-0.375725063,0.64064878,1.106070422,1.332930607,1.432287639,1.785611366,1.656290441,1.865953035,2.065406024,1.472476372,-0.855309452,        ,        ,        ,0.128201442,0.128767706,0.163158652
198301,0.550812662,0.414765205,-0.275744606,-0.868738289,0.026332368,-1.22724965,-0.62194884,-0.824347343,-5.173499664,8.838027367,9.494575214,9.951352492,10.11724608,10.3348276,10.76636931,10.73776811,11.0355318,11.15895775,10.61794797,10.15112306,10.86490705,10.61492684,11.20515367,12.92407785,10.56616097,13.1198776,12.14636534,5.748859991,-0.249198375,0.520487507,0.193901901,-0.345037955,0.268143726,0.163125949,-0.21178573,0.107621077,-0.015475177,1.123372759,10.14911693,-0.278566003,0.656547847,1.113325125,1.279218711,1.49680023,1.928341939,1.899740748,2.197504433,2.320930382,1.779920606,-4.491884814,        ,        ,0.13024,0.123086562,0.096107253,0.154767761
198302,-0.144148374,-1.185562421,-2.345383044,-4.28833624,-5.178670023,-7.489952977,-7.310731192,-7.5714826,-13.15244603,8.511725214,9.176742009,9.563516162,9.792062098,9.938736763,10.19366034,10.13643929,10.47218865,10.62858961,10.09662499,9.841758805,10.33706447,10.4776999,10.52543542,11.4682782,9.793112981,12.82243418,11.87979731,5.308943369,0.206117488,-0.076256977,0.09153222,0.050926842,-0.221599264,0.30677022,0.167279543,-0.017071507,0.008756782,0.919882977,9.737367919,-0.302053265,0.665016796,1.051790949,1.280336884,1.427011549,1.681935123,1.624714072,1.960463434,2.116864397,1.584899772,-4.142986459,        ,        ,        ,0.174077878,0.124880803,0.138151187
198303,-0.478012781,-1.799428079,-3.144515812,-4.880406938,-6.215340448,-9.008477649,-9.283330539,-10.8065861,-15.82099211,9.148590733,9.645637125,9.939221521,10.15778776,10.29800481,10.47398975,10.40764889,10.73336325,10.78790738,10.32947093,10.14268352,10.52639031,10.81348646,10.85887303,11.35391443,10.00960376,13.01336375,11.2242604,6.203542898,-0.185387054,0.222555298,0.185733114,-0.141160517,0.114105646,0.245001821,0.120877307,-0.16558578,-0.006371449,0.683833803,10.09103762,-0.310450783,0.497046392,0.790630788,1.009197022,1.149414076,1.325399013,1.259058157,1.584772514,1.639316643,1.180880195,-5.46391713,        ,        ,        ,0.07802388,0.085083747,0.227053608
198304,-0.965736162,-2.956631872,-4.981170787,-6.944931258,-9.190425633,-12.21888425,-12.80825977,-15.34505056,-21.34950899,8.629442183,9.19438972,9.521411317,9.755944835,9.988580227,10.14840456,10.11316124,10.4639981,10.44171482,9.960309999,9.759337257,10.17545451,10.45954539,10.9191218,10.94752623,9.901701337,12.9198561,10.26344856,5.62766662,-0.341805528,0.41642334,-0.051918821,-0.166888139,0.052939788,0.016082472,-0.049317234,0.037574274,-0.039933488,0.765920279,9.714426649,-0.411230368,0.564947537,0.891969134,1.126502652,1.359138044,1.518962379,1.483719061,1.834555918,1.812272636,1.330867816,-8.105639272,        ,        ,0.10098,0.084183379,0.089885894,0.092155729
198305,-1.475017497,-4.048415065,-6.753236368,-9.552910485,-12.22487319,-15.56814015,-16.50950288,-20.30488373,-25.66820149,9.173629589,9.766847723,10.07451143,10.30320908,10.4526067,10.66003272,10.6378029,10.93296871,10.83042459,10.5203786,10.36006586,10.68983883,10.98930205,11.05019719,11.69716279,10.50442397,12.99912941,10.01007165,7.729964675,-0.303531047,0.049091388,0.208073377,-0.261054679,0.083791814,0.079614504,0.125961296,0.06995621,-0.027964648,0.753530879,10.24661101,-0.308993541,0.593218133,0.900881837,1.129579492,1.278977114,1.486403129,1.464173308,1.759339123,1.656795005,1.346749013,-4.41860623,        ,        ,        ,0.090663622,0.109150717,0.220611097
198306,-1.402043727,-4.054851617,-6.499159439,-9.014162423,-11.36286708,-14.68971394,-15.04129437,-19.15101518,-24.38189511,9.514097857,10.00876038,10.30366427,10.52727066,10.65536742,10.79013781,10.77372527,11.10591293,10.92660016,10.62989653,10.5034229,10.89347204,11.19808984,11.16775444,11.46398976,10.67525004,13.43122651,9.492098073,7.959563836,-0.547173693,-0.00677476,0.057984414,0.173820071,0.014110631,0.319561005,0.173426645,-0.15160991,-0.163823284,0.621136153,10.43134144,-0.336038962,0.494662521,0.78956641,1.013172804,1.141269559,1.27603995,1.259627412,1.591815068,1.412502307,1.115798674,-6.362601325,        ,        ,        ,0.08892235,0.109107911,0.154614992
198307,-0.271435664,-1.396474052,-1.632113847,-2.37067164,-3.515284523,-4.490083547,-3.76713232,-6.491614921,-8.76107238,10.16053874,10.72332434,11.03649731,11.33891589,11.45802746,11.48648007,11.55501712,11.84570692,11.62585336,11.43551283,11.28610993,11.66284326,12.24617162,11.93447376,11.62874312,11.96623939,13.88053555,9.867024839,9.722448081,-0.707447446,0.052823917,0.06303712,0.155057271,-0.064787908,0.124215463,-0.006703584,0.039050245,-0.354064633,0.712188493,11.20562154,-0.378608881,0.562785594,0.875958569,1.178377147,1.297488721,1.32594133,1.394478375,1.68516818,1.465314615,1.274974087,-3.566753273,        ,        ,0.10945,0.142573083,0.17646809,0.205408833
198308,-0.17486595,-0.867927577,-1.293700505,-1.556785577,-2.336479911,-2.676339129,-2.497236642,-5.030973614,-7.718856569,10.26011595,10.83324704,11.21574992,11.4248928,11.63313145,11.67890135,11.77212762,11.93402476,11.689105,11.45152188,11.40637813,11.98075568,12.05232145,12.46608606,11.90775084,12.33148522,13.06730477,9.729746873,9.313273811,-0.32984488,-0.155651289,0.002651423,0.256028093,-0.190150998,0.158812113,-0.15058546,0.091639264,-0.035886346,0.618274842,11.30596679,-0.490746995,0.573131091,0.955633972,1.164776855,1.373015507,1.418785406,1.512011673,1.673908817,1.428989051,1.191405933,-4.549746496,        ,        ,        ,0.138776299,0.14862106,0.192098647
198309,-0.24667866,-1.190778675,-1.775938301,-2.20881237,-3.049490952,-3.536179291,-3.098257485,-6.247500533,-8.313323039,9.619834589,10.23789609,10.61507223,10.89627941,11.11086852,11.19023355,11.30451179,11.50824933,11.180298,11.00837477,10.85595759,11.3694245,11.73990096,11.96922495,11.58705869,11.99018126,12.9344121,8.556687342,9.461065756,-0.787705443,0.048228526,0.215899425,-0.317031831,0.082738779,-0.25695699,0.005322218,-0.124012087,-0.488755367,0.770478682,10.78571313,-0.487733085,0.618061503,0.995237638,1.276444822,1.491033929,1.570398959,1.684677204,1.888414742,1.56046341,1.388540185,-4.248738892,        ,        ,        ,0.126040647,0.128307241,0.162321011
198310,0.899264826,1.02727976,1.429657904,1.700000272,1.90623413,2.249438728,3.051869823,1.37897943,0.901408741,9.526220935,10.28671228,10.72900095,11.05927546,11.23524715,11.34440469,11.48600143,11.68081027,11.4187731,11.35291883,11.04720363,11.61357828,12.05009899,11.93913391,11.89019242,12.33558184,13.04447219,9.322475695,10.76023038,-0.428011177,-0.06785627,0.105671632,-0.196472973,-0.129779394,-0.276910909,-0.025493611,0.138439958,-0.078408895,1.066206542,10.95829275,-0.415431593,0.760491349,1.202780013,1.533054522,1.709026213,1.818183758,1.959780493,2.154589338,1.892552162,1.826697891,-0.108163102,        ,        ,0.10856,0.121146413,0.126348865,0.169762428
198311,1.57674677,1.911016174,2.719122909,2.294186601,2.490185039,2.207842009,1.824946718,1.406317008,0.600731684,9.662582618,10.33126884,10.69820365,11.05391729,11.20349043,11.28289408,11.39522776,11.51352541,11.35231068,11.24112362,10.99995505,11.43207327,12.1210582,11.80178298,11.67991236,12.06922983,12.34160895,10.06259286,10.24044008,-0.487012281,-0.140557129,0.026396052,0.07987508,-0.154658453,-0.08168751,0.018906794,-0.097772973,-0.115510042,0.909854785,10.92529429,-0.417294198,0.668686217,1.035621029,1.391334668,1.540907807,1.620311463,1.732645142,1.85094279,1.689728062,1.578541002,2.20165557,        ,        ,        ,0.062654724,0.077845987,0.148016899
198312,2.151208083,2.93682226,3.744583869,3.651761657,4.092308844,3.812634246,3.37626704,3.334314707,2.146935502,9.864260776,10.54678748,10.87248581,11.19235164,11.34130918,11.4565132,11.62727793,11.73388847,11.5485888,11.43800171,11.22931418,11.52388247,12.15194913,11.93713933,12.03253334,12.65186632,12.48016224,10.06619141,10.44271793,-0.508972644,-0.13625875,0.068026812,0.108407576,-0.242479714,-0.084991384,0.086632573,-0.098453456,-0.131850968,0.891214233,11.10869946,-0.348914581,0.682526703,1.008225033,1.328090862,1.4770484,1.592252428,1.763017158,1.869627697,1.684328023,1.573740936,2.257501715,        ,        ,        ,0.066948724,0.061525548,0.111465572
198401,2.110233697,2.848877439,3.608024296,4.061755202,4.791142639,5.065118397,5.402305777,6.464917159,4.521627541,9.600310399,10.30063245,10.63556718,10.92621223,11.14677122,11.25893318,11.43831084,11.55211746,11.39055023,11.3217016,11.0009545,11.30543665,11.79814736,12.02900719,11.81974299,12.51457679,12.34876384,10.09801231,10.70206395,-0.696652261,0.278255129,-0.023008787,-0.220450796,0.053769494,-0.087362895,-0.128546675,-0.053912961,-0.338102322,1.021069146,10.92303509,-0.335604195,0.700322052,1.035256784,1.325901828,1.546460821,1.658622782,1.83800044,1.951807066,1.790239827,1.721391199,1.198007046,        ,        ,0.072135,0.074167945,0.071615982,0.127040403
198402,1.732018588,2.253993862,2.970024618,2.883365081,3.207350526,2.717963177,2.062338249,2.793193039,1.360936649,9.985907179,10.68219285,11.00063541,11.36757371,11.56578137,11.65555046,11.79664502,11.83963298,11.73410785,11.70152353,11.37847852,11.63752053,12.46838862,12.35861199,12.10439593,12.6432124,12.14054872,10.8899068,11.40826459,-0.580006724,-0.225056875,-0.119649649,-0.03677416,-0.260618668,-0.14454619,-0.171835381,0.033002812,-0.195118786,1.01933068,11.31649925,-0.373923178,0.696285668,1.014728228,1.381666531,1.579874186,1.669643281,1.810737844,1.853725806,1.748200674,1.715616348,4.853425596,        ,        ,        ,0.060586681,0.06497849,0.12232271
