Time,fwd_1,fwd_2,fwd_3,fwd_4,fwd_5,fwd_6,fwd_7,fwd_8,fwd_9,fwd_10
198603,6.767560287,7.122302716,7.568150877,7.715516594,7.839827215,7.412954897,6.028093667,8.187819002,8.077365535,7.867646558
198604,6.533402741,7.263523041,7.586520224,7.721621317,7.903562671,7.559363858,6.961859186,7.826178004,7.815594767,7.698404207
198605,6.835391821,7.858446985,8.56430332,8.770491278,8.495513974,8.219726234,7.652760412,8.446637756,8.459830201,8.026468109
198606,6.465646603,7.256262755,7.991720938,8.052440391,7.964522584,7.5133248,7.172829126,7.906469397,8.060251855,7.60177376
198607,6.232488658,6.986273816,7.679869894,7.899370849,8.092277472,7.698277161,7.526354706,8.370386144,8.201720503,8.2254996
198608,5.511724777,6.394316119,7.042037965,7.277124572,7.850935647,6.868186478,7.822971351,7.74823509,7.880891444,7.963718108
198609,5.79860679,6.955236589,7.630293435,8.031872371,8.211606738,7.817453849,7.976191961,8.223365164,8.322344051,8.559143974
198610,5.741050529,6.593308641,7.249530666,7.536156029,8.135942952,7.820981736,7.863765645,8.095480103,8.15132025,8.466855641
198611,5.758840832,6.473082287,6.930742281,7.341132908,7.678168777,7.76707303,7.931839548,7.938633558,7.760170751,8.353275307
198612,6.026897402,6.666325445,7.013669764,7.340316633,7.453831296,7.720873199,8.035156452,7.817055113,7.92887352,8.436961954
198701,5.914938536,6.522014807,6.92237737,7.291639029,7.402740602,7.469226016,7.875574765,7.82794286,7.988946698,8.471691123
198702,5.978987284,6.548710686,6.935354224,7.197660123,7.429705526,7.355729995,7.686742679,7.793314182,8.001777046,8.288831903
198703,6.190262559,6.825082599,7.166504506,7.48441131,7.668304592,7.917710732,8.151935253,7.87211053,8.321023214,8.461291135
198704,6.818368035,7.765824401,8.138940009,8.296206533,8.392537017,8.419127954,8.534085698,8.908399726,8.245199807,9.000164692
198705,7.075416889,8.144418736,8.433069198,8.452516396,8.676406657,8.418808998,8.821900449,9.261260614,8.891396682,9.012747132
198706,6.841627523,7.849132087,8.360207769,8.444292451,8.599605529,8.573143883,8.959118551,9.205155203,8.795774512,9.075904626
198707,6.866377733,8.008832282,8.586828831,8.541253459,8.917049135,9.007498642,9.22424492,9.303116554,9.43041707,9.380461257
198708,7.184734929,8.384831092,8.916430215,8.733354104,9.07757072,9.369016006,9.737642288,9.818116032,9.452984361,9.711176647
198709,7.833069469,9.045740096,9.580713782,9.497255119,9.595520149,10.16168434,10.12646973,10.22671989,10.1355064,10.16528721
198710,6.968895867,8.290726758,8.801148563,9.179826407,9.013908901,9.533581663,9.964678904,9.213520712,9.033412279,9.286009507
198711,7.044854501,8.312307632,8.656686008,9.118261532,9.197281542,9.652049212,10.0146537,9.554490854,9.363772543,9.532925322
198712,7.156029074,8.1875018,8.523517348,8.846146252,8.876361347,9.433873872,9.706668406,9.289384603,9.340605515,9.40194504
198801,6.726667856,7.540238977,7.842658435,8.143822101,8.232939732,8.97243662,9.136725491,8.82067144,8.680992353,8.8459553
198802,6.586401473,7.440593204,7.745855888,7.989794656,8.187399783,8.694288926,9.10590679,8.871788575,8.775937839,8.938101866
198803,6.802499635,7.782453295,8.16452483,8.600998417,8.623686058,9.216601517,9.530401413,9.19624118,9.175538075,9.301440494
198804,7.072559573,8.112605285,8.447195409,8.821566343,8.795303243,9.428080095,9.760905552,9.397943144,9.558539219,9.624631732
198805,7.58775642,8.570438558,8.738998367,9.150662855,9.127094391,9.545522665,9.969687347,9.798068776,9.753191424,9.785254835
198806,7.458479032,8.27787117,8.39647436,8.687523236,8.685477318,9.276681831,9.433550975,9.238616534,9.373727693,9.320520367
198807,7.851942501,8.633476644,8.630071033,8.910112637,8.948099494,9.481817522,9.733585279,9.556281015,9.634326171,9.580233722
198808,8.22113455,8.866229692,8.783600679,9.177899341,9.06572226,9.429483681,9.495593344,9.533678269,9.526718763,9.562089082
198809,8.060654926,8.506884854,8.394483585,8.755599123,8.694534683,9.155557921,9.036155655,9.037352671,9.163804137,9.2640506
198810,7.919512747,8.260524903,8.226285098,8.265935025,8.42425441,9.010299211,8.880605333,8.855990142,8.934133993,9.001668497
198811,8.546420258,8.834382226,8.652268088,8.807747948,8.86624402,9.281103734,9.026256543,9.05587246,9.133070206,9.214124151
198812,8.887805746,9.063833681,9.043024218,8.877493039,8.906100496,9.284137402,9.105376043,8.950076208,8.706414267,8.659277232
198901,8.88594254,8.974359327,8.927672609,8.776936638,8.656459371,9.0344947,8.631882762,8.758670469,8.609627756,8.512102694
198902,9.317123338,9.396251446,9.262421202,9.148397429,8.966461423,9.226975292,8.990654985,8.95363726,8.863470891,8.813617546
198903,9.587777014,9.527776002,9.369680202,9.103092636,9.087340037,8.629963269,8.74959078,8.854442857,8.667988085,8.54247193
198904,9.069788758,9.055261578,8.848906073,8.786667791,8.828490143,8.862756454,8.790358907,8.767179553,8.662376623,8.609862179
198905,8.769088808,8.560559446,8.552872446,8.426000351,8.566914816,8.243455229,8.364830288,8.444239234,8.407110203,8.382111237
198906,8.111921612,7.836259466,7.88309064,8.006749096,7.874535333,8.291669035,8.072465891,8.083784498,8.090633121,8.122322899
198907,7.626194589,7.317416086,7.429746779,7.40911174,7.58388183,8.099732088,7.867512996,8.103405105,8.205924414,8.32182739
198908,8.248859533,8.255478427,8.117232594,8.075746528,8.028715389,8.329783148,8.10967829,8.143327271,8.117538781,8.0775381
198909,8.361258095,8.266193219,8.236620943,8.188453959,8.011721436,8.518520389,8.099641907,8.13063422,8.10168434,8.088550824
198910,7.823720962,7.723319488,7.751585624,7.813983965,7.850492597,8.122128238,7.770762873,7.876642376,7.940433102,8.0280858
198911,7.665796098,7.6185331,7.666167154,7.765018331,7.792041917,7.953760035,7.790707022,7.917925066,8.002356491,8.140128378
