Time,yc_sqaured
197108,0.06292865895940357
197109,0.06572689411600836
197110,0.04055593671536608
197111,0.09105078942544481
197112,0.03697304129826286
197201,0.04220743742842123
197202,0.041673053190088974
197203,0.03847638515350592
197204,0.06924973653923372
197205,0.034590807360040506
197206,0.05450235914581441
197207,0.03614525690993642
197208,0.027591566396385273
197209,0.03205352347008249
197210,0.02443338524499944
197211,0.027201787671662078
197212,0.014318124018565569
197301,0.020948752456287672
197302,0.046301114584132344
197303,0.024140342789987158
197304,0.03520495746179589
197305,0.035093823749624595
197306,0.04230455904030985
197307,0.048623137705100586
197308,0.07609107959179454
197309,0.061088482970621034
197310,0.0317503394677001
197311,0.02136774485745796
197312,0.030783634466871608
197401,0.051941052323178145
197402,0.015456432232434288
197403,0.07251963753484297
197404,0.05645856812149746
197405,0.04853275312809673
197406,0.0801005544499088
197407,0.10389309686870303
197408,0.0616821946425132
197409,0.08446931052083222
197410,0.08758476133000362
197411,0.09079150291715964
197412,0.08873494224300343
197501,0.035574391288269176
197502,0.09429627403481601
197503,0.026289885759530028
197504,0.046380863293439815
197505,0.2057922374932562
197506,0.045036626188657926
197507,0.022728856401694628
197508,0.17886569312385445
197509,0.045955437263368724
197510,0.07843809064041606
197511,0.07806958502467028
197512,0.0842218182626227
197601,0.06726498857544831
197602,0.05295122595174827
197603,0.11812566600884988
197604,0.04063736751542869
197605,0.06389886699312375
197606,0.021926430358996576
197607,0.02551737741863885
197608,0.048062860910789054
197609,0.04524479319031465
197610,0.08326067484423116
197611,0.05854104703577595
197612,0.05135524094622841
197701,0.080820851281784
197702,0.06696303394394998
197703,0.030133403347634383
197704,0.04179924815222007
197705,0.030860947904291013
197706,0.04350918232847136
197707,0.03000087606138448
197708,0.023464627872856598
197709,0.03684209458067572
197710,0.02871164623924867
197711,0.03721276298565185
197712,0.028292642238051526
197801,0.05485934434775651
197802,0.02609582528919266
197803,0.03296682140460893
197804,0.027027964350807343
197805,0.030199476754875425
197806,0.04017715964917276
197807,0.03479665713472077
197808,0.06774056249660343
197809,0.04361386229141162
197810,0.04947035894879823
197811,0.08861150575946872
197812,0.059525335132650674
197901,0.03802158477744734
197902,0.03694515574136497
197903,0.031673816118352786
197904,0.03612760703784824
197905,0.050587961736336104
197906,0.07316254230058941
197907,0.05119190599648618
197908,0.04421589708112465
197909,0.06644170969885475
197910,0.20833504339146466
197911,0.1536202254683796
197912,0.11015150091033837
198001,0.13941604317056566
198002,0.3925400153614437
198003,0.26304974228439665
198004,0.5187072401590382
198005,0.23772763625738438
198006,0.15848168884430294
198007,0.1416821342995778
198008,0.1987179348645706
198009,0.2131793224036659
198010,0.19329012033845547
198011,0.2765519326637937
198012,0.3237123027813109
198101,0.2644429495985468
198102,0.30269148446245864
198103,0.2687743380606315
198104,0.30691834949829877
198105,0.24713713188021508
198106,0.18045458480825002
198107,0.25216036585153917
198108,0.2672253195108318
198109,0.29546160508744945
198110,0.3725607231790499
198111,0.33946747758664586
198112,0.19865410267524686
198201,0.2718339272501797
198202,0.20886525803185452
198203,0.1431396176812808
198204,0.17817427101127642
198205,0.15635989904153094
198206,0.22079322016306144
198207,0.18839049114465162
198208,0.2504051639699876
198209,0.17618121232906822
198210,0.27284592035468036
198211,0.1296423760261595
198212,0.1287677064092925
198301,0.09610725250347626
198302,0.12488080271136161
198303,0.08508374662015594
198304,0.08988589444875575
198305,0.10915071722966532
198306,0.10910791088337496
198307,0.17646808970847885
198308,0.14862105957673616
198309,0.12830724067601043
198310,0.12634886542227197
198311,0.07784598655366541
198312,0.06152554803499896
198401,0.07161598157681248
198402,0.06497849011376862
198403,0.07189862339864247
198404,0.0996867963494364
198405,0.15556201685541032
198406,0.17813880923900405
198407,0.18785453603772317
