run_index,total_runs,status,error_message,run_tag,out_file,model,feature_groups,target_group,target_indices,oos_start,horizon,hyper_freq,nmc,navg,ncpus,archi,learning_rate,patience,batch_size,Dropout,l1l2,R2OOS_mean,R2OOS_median,MSE_mean,R2OOS_1,R2OOS_2,R2OOS_3,R2OOS_4,R2OOS_5,R2OOS_6,R2OOS_7,R2OOS_8,R2OOS_9,pval_1,pval_2,pval_3,pval_4,pval_5,pval_6,pval_7,pval_8,pval_9,MSE_1,MSE_2,MSE_3,MSE_4,MSE_5,MSE_6,MSE_7,MSE_8,MSE_9
342,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.1]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.1]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p1__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.1]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.2]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.2]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.2]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat20__bs32__do0_0p2__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,20,32,"[0.0, 0.2]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,[0.0],"[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,[0.0],"[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,[0.0],"[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,[0.0],"[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.1]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.1]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.1]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p1__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.1]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.2]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.2]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.2]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p01__pat40__bs32__do0_0p2__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.01,40,32,"[0.0, 0.2]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,[0.0],"[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,[0.0],"[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,[0.0],"[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,[0.0],"[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.1]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.1]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.1]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p1__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.1]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.2]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.2]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.2]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat20__bs32__do0_0p2__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,20,32,"[0.0, 0.2]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,[0.0],"[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,[0.0],"[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,[0.0],"[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,[0.0],"[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.1]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.1]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.1]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p1__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.1]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l10_l20,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l10_l20.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.2]","[[0.0, 0.0]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em05_l21em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em05_l21em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.2]","[[1e-05, 1e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em04_l25em05,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em04_l25em05.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.2]","[[0.0001, 5e-05]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,384,failed,'Missing group X.d12m_fwd in data/target_and_features.mat.',sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em04_l21em04,results_v2.0_sweep\sweep_NN_d12m_fwd_dy_oos1980__a8x4__lr0p02__pat40__bs32__do0_0p2__l11em04_l21em04.mat,NN,"[""d12m_fwd""]",dy,null,1980-01-31,12,60,100,10,24,"[8, 4]",0.02,40,32,"[0.0, 0.2]","[[0.0001, 0.0001]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
