Time,F1,F2,F3,F4 ,F5,F6,F7,F8,F1^3
199009,0.376764175806016,-0.0532550330658272,-0.0548611396301822,0.201415879169033,0.236946220371596,0.0621186553669437,-0.271480097902129,0.193073597523592,0.05348214351464492
199010,0.56489766547841,-0.0590144489149221,-0.141309367729206,0.0671906396984896,0.0869914657354853,-0.119127795883004,-0.137279359484772,0.207866450668861,0.1802641395366052
199011,0.86337103162628,-0.366233602479617,0.125476783197548,-0.121904320661146,0.080690279497604,0.0791070779430239,0.154708267282775,0.00387281662767271,0.6435650020242036
199012,0.580367230648333,0.0902154412451601,0.0935548227745957,-0.0366809500231622,0.146035455239297,-0.0620103301414904,0.170382254883213,-0.0473429238901017,0.19548284387334913
199101,0.694698080108853,0.298207364574788,-0.0352926558651683,0.0921377652682757,0.168719444937388,-0.0673172250682919,-0.080985086235853,0.0933269136392679,0.3352650604656836
199102,0.810996909058947,0.0229444670560788,0.37104378776115,-0.285690902054752,0.155080877763891,0.105140442263086,0.307031496414888,0.0681399213579565,0.5334056320927236
199103,0.582530110446023,0.17317737030872,0.175882377544795,0.223035642282607,0.109157098537294,0.350983584742302,0.172589192555916,-0.395023768361467,0.19767654219695655
199104,0.349157312422336,0.46587137819786,0.140615360546271,0.0596362876261172,0.16238230153621,0.136153653944505,-0.06793257920685,-0.00221732362193841,0.042566057345268415
199105,0.219345615667538,0.386934612003297,0.186259711568612,0.0969884851071127,0.238148070005984,0.171097652675428,-0.201036249506254,0.0455842803846641,0.010553265739150825
199106,0.0771565931515683,0.0691133354290489,0.373107764083995,0.224830960597339,0.238155977592063,0.254493096359525,-0.0481597404664213,-0.0687890546826855,0.0004593239906737232
199107,0.120114071174734,0.203152508366799,0.241667721923503,0.0737080391579834,0.0750242609093371,0.0440135538507181,0.0737543785731521,0.178053145792364,0.001732932560636675
199108,0.307319159979639,0.270374612688391,0.108226149098757,-0.0981318320211058,-0.0431539990578694,-0.161782494254964,-0.0272152925401266,0.0368896118799787,0.029024778375181897
199109,0.0425021405824832,0.2381977692446,0.243059830750154,-0.0110462371671545,0.116416861862085,-0.110239718282695,-0.141905913531837,0.249858956651096,7.677722486555756e-05
199110,0.322622221313315,0.0528666311610578,0.185034343969321,-0.00662362909921206,-0.0167289691675533,-0.0536725337897731,-0.0612296143605396,0.0761001101438102,0.03358016542079248
199111,0.326990981560727,0.270328805625732,0.0725250554109599,-0.0623277236128943,-0.00196322984804713,-0.0717925631241482,-0.179476564502643,0.116446796582793,0.034962890081707124
199112,0.503214745411837,-0.00665873040893064,0.191006290068877,-0.177569258850771,-0.064222864933532,-0.110685680445109,-0.0530625307233475,0.0449293253206558,0.12742659416404167
199201,0.368600374757726,0.161626695201882,0.27860931740223,-0.225773639761581,0.0357240010288148,0.155750037057967,0.310094110982406,-0.0988874858059805,0.050080345606609934
199202,-0.00441113151169583,0.280758163355581,0.137774598295103,0.202353402177072,0.0300174627021683,0.191684585025173,-0.136887227611414,0.0203679408937321,-8.583215519790036e-08
199203,-0.135622423414805,0.183566024011954,0.256842630864666,0.269697034721045,0.0278437888820043,0.240067513116091,-0.0445177419218088,-0.035146508544991,-0.002494563142755538
199204,-0.00584871934345126,0.247317751208167,0.29871937752412,-0.0129612606106337,0.0319371904616127,-0.0300179999155115,-0.0146514175917363,0.0592480904463269,-2.0007017197510685e-07
199205,0.0342616874898559,0.191216687622747,0.234766753263412,-0.0311860581987444,-0.00575410332299443,0.0104148151847119,-0.03960824290024,0.14017110405549,4.021853513018855e-05
199206,0.166539113225142,0.167881914955254,0.124477971847465,0.0317533170470413,-0.0972537807420237,-0.0110258556075885,-0.0844458489760058,0.147862610141805,0.004619008309034184
199207,0.0699868911123282,0.231609439223634,0.338783403484991,-0.243427551037482,0.0175392082447045,-0.164485062972795,-0.166911549980983,0.200515313184566,0.0003428073354359884
199208,0.268862845586678,0.0342243040430396,0.169433951126886,-0.0594546306063601,-0.219906060371437,-0.0710106115575543,0.0358855734034593,0.0417980251182606,0.01943535028665857
199209,0.19118963979922,0.127477649004847,0.176307515441037,-0.00252687679989024,-0.0247136700680062,0.02018033562776,-0.11476135441466,-0.057582048108272,0.006988646362310324
199210,-0.0506167583339512,0.209538733530807,0.210330745453621,0.219768232020756,0.0238827425590634,0.134671362612731,-0.197918727010889,-0.0828516401502819,-0.000129682980740231
199211,-0.0302768291608743,0.0153580832338412,0.323282849672043,0.306392137348871,-0.0902300388942771,0.25911349705609,0.168224133768014,-0.310221409427974,-2.775435704358085e-05
199212,-0.0836060418921976,0.141615891895042,0.381180690696076,-0.090137305971758,-0.0483878774150677,0.0660287322893264,0.190321741485425,-0.0340486771120218,-0.0005844037447842195
199301,-0.0386605162308961,0.231342044387189,0.122021954984792,0.0778985491594267,-0.19074337216788,-0.0943339685623457,-0.12107742624968,-0.0546035801692132,-5.778338059618583e-05
199302,-0.0615816192039416,0.132355086746709,0.250157260641825,-0.060455410885107,-0.113928841910479,-0.132267487231517,-0.00614615233617125,-0.0674622795889278,-0.00023353571732867293
199303,0.253693251442982,0.0328024345330154,0.15475553195453,0.0303810239329358,-0.160455695143377,-0.132924923396612,0.0321108526911753,0.159428635116941,0.016327765101566923
199304,-0.0234110787950009,0.189895432954525,0.11866353616635,-0.0490590051243426,-0.0798885725240129,-0.0752055178682099,-0.139042689778947,0.0589582732170896,-1.2831111532658732e-05
199305,0.0586749407799737,0.0365877438228384,0.149609840659629,0.0179452623145062,-0.142562523673824,-0.0155183354005318,0.0496743189285957,-0.0624680848016895,0.00020200307465725634
199306,0.0858599356903626,-0.0320128489244926,0.247779727660017,0.0434233346556288,-0.0497650832959526,0.120497336447628,0.0450000536750241,-0.108444111258094,0.0006329533117967774
199307,-0.0286343657890425,0.125501571866122,0.123069977789601,-0.0180731689793736,-0.0716355093161454,-0.0398197540075069,-0.0597417839681787,-0.191516379279771,-2.347808689344163e-05
199308,0.0967212136268621,0.141335255408282,0.13209145754683,-0.0845435063547854,-0.162513482282818,-0.0237685782864769,0.0290268688920397,0.0135951610588291,0.0009048262924336238
199309,-0.0726123895861924,0.070464014679756,0.174559918753621,-0.124902085991526,-0.0104647695434063,-0.0733580102478411,-0.0614059063598443,0.0504386839398137,-0.00038285311704056225
199310,-0.195215937239453,0.319380703346625,0.00219883110503879,0.0569382766476222,-0.0768382841953316,0.0477641655058142,-0.0634391799432038,-0.13751032836853,-0.007439535328560973
199311,-0.147002342587188,-0.112463212318952,0.252739548443842,0.146795670325144,-0.0973256124433119,0.141106542426634,0.0437354278529489,-0.0730607906997935,-0.0031766748653197317
199312,-0.305199332124838,-0.0525202455813991,0.281944372355051,-0.0751142246719559,-0.085819015726145,0.0240353219837184,0.0939337039483722,-0.0804826741580587,-0.028428289976625127
199401,-0.0420284091724262,0.156066829241266,0.0651871099195745,0.0301206119261786,-0.137550770806977,0.0111194186667281,0.0965931063831743,-0.000977616428637202,-7.423844305562378e-05
199402,-0.13153972806179,0.157578752071758,0.0196389805958746,0.160833136165032,-0.159027076451263,0.0914504701522078,0.0258187351665923,0.0551875528482743,-0.0022759924604389722
199403,-0.441213728370107,0.0457149954484409,0.19896291309046,0.239748659741832,-0.143714977691698,0.147650039002266,-0.140188101212814,-0.0674681957189389,-0.08589087976560021
199404,-0.307629650699014,-0.135888147845657,0.219443944307351,0.287844507830255,-0.232442442631689,0.0812624634788898,-0.110206864034972,-0.00482080258605644,-0.029112840235487977
199405,-0.358249042705403,0.0735469154541029,0.109012306478508,0.201642250899646,-0.26419531013139,0.0151075059942219,0.101433608841724,0.101697016992332,-0.04597853355524902
199406,-0.24328363906755,0.123094458936663,0.0597107065193892,0.0408111419649422,-0.210136823272375,-0.117289288542812,-0.0751373936524291,0.069818269681657,-0.014399211481585305
199407,-0.178627566223259,0.0274050462044264,0.0808288261761484,0.111686052812214,-0.316924035955295,-0.0901748266250962,-0.0449427804790789,0.14834711040012,-0.005699613982034181
199408,-0.350978520382341,0.106492197179387,0.161442162323883,0.0303711751660619,-0.0740065914600106,-0.00811306214868045,0.0859482078458534,-0.0695364707504309,-0.043235612554691265
199409,-0.238855891496804,-0.161956889781636,0.180764572678461,0.0989715486203343,-0.219963704187119,-0.0451704339634829,0.118684209233066,0.0759711776423026,-0.013627239021700002
199410,-0.374538701901109,0.0861060458976127,0.209328491101847,0.198529902635695,-0.131490891456518,0.0772388291986271,0.00248392994036519,0.207114716684164,-0.05254000416179604
199411,-0.384402810591678,0.0282418655470853,0.0175164639314502,0.266512263248961,-0.27794063733239,-0.0792011008241483,-0.0576299053827186,-0.0698710350403987,-0.05680148150051943
199412,-0.373970832703388,-0.0222813481314411,0.243482161665703,0.187536002122279,-0.141319211643711,0.0300586374080815,-0.0523609439969513,-0.111097501708334,-0.05230138554015287
199501,-0.136221320786635,0.0700958819955428,0.0684218314415671,0.0635136023230236,-0.273405616195896,-0.153682326834266,0.0572692813382144,0.0543116354624229,-0.0025277566436690975
199502,0.0300872443250141,0.00646215176751159,0.0343146946161842,-0.063388468389047,-0.159463879293598,-0.217536432874321,0.12470655616267,0.145217803769286,2.72362453831068e-05
199503,0.0581882037792506,-0.015289856837404,0.0602572045713045,-0.154951703774331,-0.0738038901887877,-0.234162577784261,-0.0330721232084811,0.189161730639499,0.00019701752240177883
199504,0.192763405170339,0.131186319115291,-0.15457204089112,-0.108863817246694,-0.0984774784331376,-0.128628529663299,0.0409893747670045,0.120279618351088,0.007162650635074648
