Time,12 m,24 m,36 m,48 m,60 m,72 m,84 m,96 m,108 m,120 m
199607,5.80711731601691,6.1109562321441,6.31255191151847,6.42970036390471,6.49717874167448,6.55750946570081,6.64522757149379,6.7092205941171,6.74371471901102,6.73419359504672
199608,5.79122906982461,6.23341657483852,6.44997675656878,6.58793604732227,6.65699502877495,6.72687501537618,6.82392480992251,6.87398771718235,6.90628848231923,6.89921178865911
199609,5.65641441337405,6.01003157300141,6.20801566178473,6.33233039455292,6.41083614638695,6.47568653484507,6.57250175446613,6.64263601460214,6.67619079495502,6.67355171256699
199610,5.42317926673907,5.65307953805134,5.82662327229713,5.95323372717782,6.02433644674065,6.10242259054341,6.21871829185251,6.28675675690738,6.32155749938882,6.32857271569602
199611,5.34475229610373,5.50870331670387,5.62071749007006,5.70532769338047,5.77177997534822,5.84029905551113,5.92456812166577,5.99332561045549,6.03334607297445,6.05890068633947
199612,5.52509243903967,5.79674079878966,5.97370507904896,6.08244663720752,6.143821405611,6.21386730591329,6.29492331293329,6.35643056725129,6.38988747431655,6.40907048926136
199701,5.53709869530451,5.82909854814149,6.00353848468987,6.12277581853463,6.19983058866005,6.28072322860585,6.37166184061527,6.42774704688918,6.45665053685077,6.4933596615347
199702,5.63892536011164,5.98487856431336,6.15399204684034,6.26512762302141,6.33307897221952,6.3768132943241,6.45171175079415,6.48821286173912,6.51766181364184,6.57275349460198
199703,5.9561502314579,6.33137894215479,6.51700457762206,6.62132811058487,6.69053072715412,6.75367413530079,6.82659745374481,6.85867715785367,6.86631692636174,6.90348785578566
199704,5.85200358100597,6.17495854149149,6.3453442549858,6.44660470853695,6.50759628509821,6.58252443547431,6.64317542496713,6.6845552671141,6.69116008522238,6.72600417956327
199705,5.75681811868397,6.09586328279742,6.26780436325083,6.38127811548589,6.42990708654127,6.48985012415831,6.55443350891417,6.60046622179568,6.62697334691045,6.66185898946351
199706,5.67934027055177,5.99073009439777,6.14748559906739,6.26006953087433,6.3098870412941,6.36407453383338,6.42378833612382,6.46660823697001,6.49256242563879,6.52556018977245
199707,5.47589253882753,5.64023223523909,5.72089705127605,5.79413070686036,5.84189517117833,5.90002748720971,5.94471785100665,5.9994450366422,6.03170390317804,6.04936635347427
199708,5.64321487957118,5.88810620585139,6.01579887627032,6.12261860105814,6.16455853397061,6.22578966076626,6.28503063761539,6.32683482428198,6.34922887155251,6.38458126706979
199709,5.52284472009288,5.72311386588628,5.80898550859972,5.90669505342497,5.94226608013322,6.01024215095739,6.05255180033567,6.08794916032867,6.1226877127221,6.15863156877001
199710,5.45848527650517,5.57921285666094,5.62589291431038,5.68305094692295,5.71544367507953,5.77614836308998,5.81860440401182,5.85119075251061,5.88265261798835,5.91848918798475
199711,5.6154702416318,5.73274975544518,5.75047000457204,5.80229556602255,5.81420969789075,5.83305722131988,5.85380021350745,5.84816069680857,5.86281791256175,5.89043152824587
199712,5.50903281654462,5.58811661515294,5.61762538035858,5.64945699219911,5.66057493878195,5.68615202041942,5.69762076122968,5.71327224160173,5.73639440442505,5.76449773125447
199801,5.27961704272222,5.27645754261499,5.28494928319278,5.34005608132348,5.35841707125264,5.3985570003577,5.46073287846524,5.48335315799019,5.52074002495053,5.55753414815501
199802,5.42577299950213,5.48023512758532,5.49053782288611,5.55213136805595,5.56108759448507,5.55795330677771,5.61161260244881,5.63142037864379,5.65511566042201,5.67482299168905
199803,5.43497627932504,5.51669434601163,5.549961036717,5.58186513593503,5.60265337328374,5.636480681521,5.65985390178665,5.67447092804532,5.70001896429913,5.71498779442302
199804,5.42578173772968,5.52499925593218,5.54972490164629,5.59389284009694,5.61448900096511,5.64948270645783,5.67364524065716,5.68691650579872,5.70630889107935,5.72631671136454
199805,5.43458250907411,5.48337770578231,5.51097459989752,5.546827035024,5.54942120065293,5.55649432192798,5.57884095824351,5.59952612102097,5.61977347857407,5.63397248201251
199806,5.39633965929182,5.43914491177355,5.46139816684326,5.47655421273419,5.45968951834414,5.4629778646072,5.47229780072167,5.49155920290646,5.49855381998001,5.50794615910444
199807,5.3760373981544,5.427587498718,5.4635768856763,5.49267683289124,5.49278903486686,5.50108066856274,5.5035680204403,5.51663969082372,5.5335736596654,5.55372249970219
199808,4.96251332016992,4.824109178628,4.86840055404254,4.88849386471081,4.90020516040485,4.98085421419103,4.9778907314065,5.007556435304,5.05496053805106,5.10025002290632
199809,4.50816414229581,4.34299766603166,4.33478764499718,4.3269860427179,4.34436864457758,4.3755448366689,4.35220567145784,4.42015101621156,4.49954418375405,4.58922435514953
199810,4.36728606240818,4.27258309867143,4.32759474702921,4.37004172917276,4.4132532233461,4.53879110622087,4.51709276821601,4.60558214888581,4.72171870731205,4.81853730621229
199811,4.59595629121533,4.52680877146053,4.57153976730472,4.63891178953697,4.64809029816312,4.71970820825613,4.69267473334301,4.76619327472779,4.80109951766201,4.84284935285524
199812,4.58701515150371,4.58647615026231,4.61959200450684,4.66722427309864,4.65706419013148,4.70284699164571,4.69771001244465,4.76327915704479,4.8226261592502,4.90510637234798
199901,4.58087444168957,4.58419485695107,4.59398516772657,4.62078213395628,4.62852862880654,4.67959274770436,4.68336133444362,4.73172268016885,4.77162503562539,4.82714079706519
199902,4.95350738196205,5.13297361448372,5.21589177042094,5.27801885213043,5.31617298902998,5.35805642752669,5.35471295258828,5.38905387271112,5.40846718665756,5.45012136922499
199903,4.79051720588845,4.97235489014996,5.08370397376596,5.18474381694087,5.24414586659888,5.31571268146288,5.3536216378498,5.39534707725864,5.41586474167886,5.46935777525755
199904,4.83043416095853,5.0525138666231,5.15770106470002,5.22778089345368,5.28778259603199,5.32949202269322,5.35682986863471,5.39427146573343,5.4313559838678,5.50502600431791
199905,5.0622343828441,5.378568550179,5.53088937667494,5.63670887966054,5.70000846595091,5.73131385112802,5.74456694645151,5.7551037479802,5.75478342954953,5.77398819857316
199906,5.16830915538144,5.45732789712517,5.57192097161533,5.67760166238624,5.78562516787644,5.79594198247611,5.81543236928045,5.85551154840458,5.87951799354678,5.91911617179369
199907,5.22737269197817,5.58329353663387,5.71449720736966,5.84275397771196,5.94278133839173,5.98150627291185,6.00582135412117,6.02536270101933,6.02904029331338,6.06156289915724
199908,5.40341861482991,5.68473665288496,5.80031206124475,5.92450604734326,6.0432374345582,6.07124733546645,6.09489856633858,6.12414082053893,6.12222856243538,6.15093443788018
199909,5.31068759221516,5.58302689619359,5.68590261077389,5.79806827729425,5.92295832077308,5.95693093829663,6.00526248438751,6.04175533533369,6.05616796512957,6.10838823497925
199910,5.49324462179831,5.76030396469413,5.85457532096022,5.97293670519262,6.07148597053305,6.06014018999657,6.09659716712817,6.12762845650541,6.14261736598564,6.19081724979691
199911,5.75090079367412,5.94692731978644,6.01375547874869,6.08988298663672,6.20290471378135,6.18253541484174,6.21510251585303,6.25119113067743,6.27951725983592,6.34195367067778
199912,5.95748780776305,6.16450862765564,6.25843310463573,6.33625742357651,6.44130373296164,6.42987995252804,6.46461383293359,6.48887016515189,6.51031802757843,6.56020893875465
200001,6.23273888900109,6.53361262483139,6.58659198501629,6.60427370252856,6.67209187231731,6.6438326883085,6.63679076167085,6.62193669368274,6.60846681306438,6.60828623789116
200002,6.22934272939466,6.45714350296222,6.51807254340107,6.54532272027404,6.59755689761736,6.56894336346361,6.55360214714046,6.51763686794081,6.48144051399478,6.45452592853799
200003,6.26827289219134,6.3953553198392,6.34819707045217,6.289203962723,6.26113663275826,6.20458102875471,6.16075282819493,6.12152171237131,6.09248690827526,6.07762279688145
200004,6.41380329026589,6.58171212759978,6.51813779539819,6.49445935327887,6.45933986890079,6.40686977745771,6.36455248030565,6.30439601489435,6.25465472444101,6.2259299849339
200005,6.56064420689177,6.62171403103769,6.55078495919024,6.5168612110288,6.47013685099313,6.40873338077703,6.35634560464394,6.31147205292499,6.27848515911317,6.26802233449859
200006,6.3455873901005,6.32514949711298,6.25793245451005,6.2107377800289,6.1606670029896,6.16159286430504,6.13163371457445,6.09845838967056,6.07275236273065,6.07343193669385
200007,6.34623528432705,6.25333236170397,6.22718206896386,6.17858469478718,6.11845136736905,6.08954752759193,6.06011996838373,6.03541743975846,6.01351065783329,6.01021538683746
200008,6.25455047810136,6.1002665396075,6.01907379920357,5.96854909304175,5.91434402452612,5.89568131107947,5.86534543954256,5.84221218326293,5.82444703633638,5.82723228824237
200009,6.17652102575289,5.93204492876873,5.86243340194183,5.8257888046681,5.79903510884087,5.82635369138714,5.84738285312847,5.85993676361575,5.87545124067179,5.91250617681681
200010,6.19475270369934,5.88907798434517,5.81284115356417,5.77756264630721,5.73346105031367,5.7574915672875,5.76354397664892,5.76932567982512,5.7833774778484,5.81442833722542
200011,5.9736751504398,5.60449924774532,5.52309549429623,5.48217900603394,5.44037860304112,5.44236642078343,5.43221870916229,5.44739377168183,5.47927833517291,5.5261067977072
200012,5.45331573619825,5.12978536909351,5.09056714045816,5.06259793634811,5.0279355172154,5.07933113823452,5.11860477530076,5.15492242614849,5.19784365580574,5.26405051978704
200101,4.68312675407116,4.6346625641877,4.72728377984357,4.81810737093053,4.85859332491999,4.94391062463477,5.0146806636254,5.07934001739599,5.15114137169978,5.23340813292412
200102,4.52280584985734,4.44720456002836,4.57088654296304,4.66259507798727,4.70274007943137,4.79157286073889,4.86812024987421,4.94192301571474,5.01548960120343,5.09541594760238
200103,4.16770176455154,4.25284071419826,4.42011152395621,4.54962976063739,4.62067566585604,4.74545291223155,4.84405135139033,4.93979396780174,5.04088593170492,5.14778963539179
200104,4.04993332129177,4.33301421386679,4.6465555131556,4.82923946497427,4.94210232622025,5.09285650351386,5.21156633704848,5.32168965637307,5.42971516419553,5.53243159549279
200105,3.79254819067716,4.24834337581849,4.6153161253684996,4.85294422488288,4.99819162680999,5.13709574898315,5.2446145229553,5.35057043346466,5.45737255776285,5.56120945638354
200106,3.8814421340119,4.2978384735775,4.66315801412384,4.8982050632486,5.04919987616646,5.17195486297133,5.28252678208593,5.38887232104328,5.48900168647452,5.58963547160639
200107,3.49905469028444,3.83633847469412,4.22502275092477,4.45636150105328,4.63002711719334,4.77856933277297,4.89580203701824,5.00750136447671,5.11882683530636,5.22914369521786
200108,3.34718965997278,3.65598489599207,4.05552564385001,4.29263284527585,4.47127103884812,4.61605838852919,4.73669207758968,4.85096874889769,4.96369654145285,5.06941540275609
200109,2.53325330933301,2.87935751228877,3.40330795368728,3.74799573992751,4.01778463602817,4.23662195921703,4.41407593312789,4.58108192143212,4.74480780902718,4.90293413114128
200110,1.9907586422328,2.41376432014975,2.94867804667027,3.34678542687792,3.65306846163677,3.8664441155314,4.04178090802025,4.21390370574909,4.38574786406594,4.54037977135393
200111,2.09706252822928,2.85186611851551,3.49452241259524,3.90698663727064,4.20397420895754,4.42493403568614,4.60648664705353,4.77205323980883,4.93533517847097,5.09912701957196
200112,2.09339483093473,3.03777153221383,3.80764046289912,4.21740916316319,4.51347161623476,4.72007572474587,4.89894397577717,5.06528657962384,5.22021800307868,5.36378422971163
200201,2.27891531545401,3.11531030950636,3.80964236475923,4.22307387243571,4.52636592855099,4.71755296770451,4.87478804714,5.01886820943155,5.153481668819,5.28697165133259
200202,2.19999881267651,3.01734097558208,3.63630430222671,4.0472136604655,4.35554078684622,4.56363457846411,4.73927191791344,4.8919760258911,5.02856941552861,5.16818627026595
200203,2.72917344428448,3.68836899816021,4.32543209975851,4.70705139062638,4.98239045060924,5.15866236114435,5.30729009097635,5.43791039320837,5.55388672682218,5.67261858863055
200204,2.27283672349905,3.21535628241302,3.86057332512366,4.27855288835037,4.56473730856324,4.76186554623642,4.92734363121918,5.07122208284029,5.20059886621937,5.32985882363242
200205,2.29847401464707,3.17994138700682,3.72148558403686,4.11406206987961,4.41054957004873,4.62542611508495,4.81264439068938,4.97788529008279,5.1287091410115,5.2806473592898
200206,2.0262070000174,2.86092416393243,3.43056373794589,3.83783521339402,4.13197347029008,4.36847760209301,4.57793674211479,4.75765042022458,4.92256758148086,5.08929728719014
200207,1.71131990469529,2.21807073242341,2.8134980141144,3.25308432486992,3.60461765815844,3.89235432893552,4.15158267732292,4.375195215785,4.57812378625997,4.77613063052383
200208,1.72822937766707,2.12309089498408,2.5258396945739,2.96506819535209,3.30130232280291,3.58971561901388,3.83529843729226,4.03785925071184,4.2129610790972,4.39736943543175
200209,1.452274287558,1.70021717814384,2.03318782760656,2.38730624872418,2.69086719156748,2.99986671359312,3.28506692675025,3.51649756928721,3.71909722262078,3.93638518545649
200210,1.37403279987101,1.69543303391457,2.11825238300717,2.53399837970196,2.87866680937539,3.22044952071273,3.53064897424254,3.78569173062765,4.00962635813925,4.24152560866099
200211,1.52388447652184,2.08255886581034,2.60289233241073,3.04640611603548,3.36778053301889,3.66730527738943,3.93244720202717,4.14597307507616,4.33169618790097,4.52385687201073
200212,1.24203962612564,1.59298326043456,2.04786634349124,2.47681623135645,2.82246063654102,3.14377180268479,3.43212901595831,3.68126329206015,3.90751852342402,4.13327290268874
200301,1.30201613509583,1.69864760689421,2.21097635156504,2.68920086775841,3.04446460785571,3.35723237399944,3.62378192673372,3.84685046653482,4.0493882048892,4.25389391068019
200302,1.23967658039844,1.50722336782118,1.92998180780481,2.37293361052387,2.72937195904588,3.04573098184858,3.31779755449085,3.54492531249056,3.74785121004191,3.95418205673063
200303,1.16897344327204,1.49006017121661,1.97632949426352,2.44581408912631,2.81966935079274,3.15223845500917,3.43789257481481,3.67375426012582,3.88353983264554,4.0939329721639
200304,1.17012920978164,1.47965126354209,1.98707350508455,2.46736334865222,2.85884455447891,3.188442778036,3.46449620903442,3.69366154244147,3.8972986417662,4.09741771091568
200305,1.17045625261123,1.3138320235839,1.62719047295249,1.99477131743632,2.34583993444204,2.6723504186706,2.96057291904697,3.1965406780243,3.39904184109833,3.59872867562734
200306,1.04492485954171,1.28291288142486,1.68692601016225,2.11169518764231,2.48556072016523,2.81389971726444,3.10651827460596,3.34641504407484,3.5531567248423,3.75572403020963
200307,1.24497502889374,1.73574196005211,2.31747491175454,2.88358468711352,3.33483861703723,3.71072449481532,4.02680236778517,4.2780508207672,4.48576667393546,4.69446007422628
200308,1.35375094016856,1.95096416387898,2.56982069824256,3.08356230755187,3.50041131563146,3.8303682676774,4.1030030942859,4.32100199653072,4.49762772518203,4.69096860492069
200309,1.08885463260137,1.44750610998551,1.98264561702741,2.44767347687498,2.85724840029092,3.20492599670694,3.50146661248483,3.74620526915501,3.95402028654961,4.17386317001051
200310,1.29529860137753,1.82775732472821,2.40369359771896,2.87333274571815,3.28344462294813,3.6089465639047,3.8901186205445,4.11557899280255,4.3063567420796,4.51671296444519
200311,1.45679564589359,2.02922569004587,2.57802638735502,3.01071830379971,3.38608644514203,3.67511895992058,3.94631615694239,4.16081581303801,4.35061884384035,4.54786868687394
200312,1.25757764624292,1.81033590461202,2.37879121648719,2.84875397089766,3.24904037126927,3.55414721183133,3.83938243685317,4.06593551837595,4.25724686156639,4.46189679154562
200401,1.26131221951242,1.79594743776731,2.35128702301122,2.79264609637088,3.17898719141236,3.48264164118207,3.75003352592104,3.9615167825519,4.1415728815925,4.34445680954108
200402,1.17481425307323,1.6284093668301,2.14757289573658,2.58421449652314,2.97200549367267,3.27528166579661,3.54570827477919,3.76527855373233,3.9555482754258,4.17499825073278
200403,1.1466165287336,1.55791778077677,2.00691980391161,2.43668223084084,2.82381511431964,3.13797236200113,3.4100867388581,3.6354704366232,3.83586831276632,4.05531744181981
200404,1.61332634202359,2.33257498872212,2.8823764009152,3.31598673134389,3.67345582548285,3.95192387679233,4.18103410840999,4.36454825316709,4.53103750543331,4.73623929060745
200405,1.83580413694039,2.55104905737954,3.11201228141379,3.52427033586303,3.85926203381729,4.1193887804545,4.33485843314201,4.5144145672104,4.6857233303541,4.88400350513656
200406,2.02428489387805,2.68472540613313,3.16187001350194,3.50731133136071,3.80658260653086,4.06066127172432,4.26635771758923,4.43859768698735,4.60971898266585,4.80636269463324
