Time,12 m,24 m,36 m,48 m,60 m,72 m,84 m,96 m,108 m,120 m
198007,8.97504031166373,9.43994681344584,9.68768920513003,9.78112834357963,9.85843050893019,9.91952432018015,9.98908041601272,10.1323202806928,10.2431236334526,10.3337689939704
198008,10.9633447071351,11.1679362915564,11.1727660036109,11.270680969821,11.3663666993208,11.2950900452669,11.1343336150769,10.973016166562,10.8505641053701,10.8032200861361
198009,11.7924890943362,11.682019384698,11.5542199847534,11.4118020958259,11.4215763435596,11.412200881542,11.3783547258279,11.3401480166935,11.3220621162789,11.3575305938375
198010,12.8992787463276,12.4971329586046,12.2954395980217,12.1534113585156,11.9919833563309,11.995143483389,11.9823067903041,11.961845320176,11.963307644328,11.9870624101561
198011,14.084668451515,13.2521049021909,12.8136298445781,12.6896225946976,12.4589459293045,12.2333232752049,12.0384450690749,11.9152012715248,11.8504493609054,11.8700795425967
198012,13.1215113106997,12.2815487294964,12.1009210352649,12.0555844483621,11.9234268953741,11.8559687168674,11.8315136175521,11.7707308531866,11.6969603148551,11.6869810429949
198101,13.566084399793,12.5857460606618,12.3172384207597,12.1298296127096,12.064524648922,12.1132557081635,12.1461178399288,12.1418143990245,12.1271792945362,12.109354943202
198102,13.6721020964838,13.1306533320172,13.1276057590486,13.0582508413343,12.9450427524696,12.9155236994344,12.8444939258181,12.7772791096533,12.7366177606779,12.7170622967714
198103,12.5386590416785,12.548491808753,12.663250492996,12.7527355518071,12.6637417537215,12.6293949278781,12.5906370599273,12.5044642144398,12.4220355538533,12.4054143541988
198104,14.3660055177868,13.9869991087452,13.8036623912514,13.74129047574,13.5208686082456,13.5304650232846,13.4976308004849,13.3833622109699,13.2534522163535,13.1831597647302
198105,14.4221951163161,13.9005764904883,13.4640460995021,13.3209845236828,13.1138618013554,12.8639871753054,12.7627670377593,12.6879354017951,12.610056071227,12.5955074557634
198106,14.0794723708442,13.8050530794871,13.5148971113188,13.4718124866811,13.3527940845766,13.2001176038878,13.1628754236942,13.084849866866,12.9567854278546,12.8444874310679
