Time,CP
197108,0.47875299732733684
197109,0.03418144973648538
197110,2.3886416741589946
197111,2.156434930744004
197112,2.8576182938476746
197201,4.614408183697855
197202,3.6933963821486278
197203,2.4885297756794333
197204,3.528988918893459
197205,1.8015915337729618
197206,0.9978377160185568
197207,2.6348315693829014
197208,2.2615992495928476
197209,1.4070663613117727
197210,2.477520610711078
197211,1.8786127133834893
197212,1.4070300057509042
197301,1.0062142078613152
197302,1.4074218114625732
197303,-0.6748730811289546
197304,-0.35441780326522154
197305,-1.883752876985786
197306,-3.7256832376333997
197307,-3.214287780594347
197308,-5.165226395561337
197309,-3.4306247596642456
197310,-2.531200641730719
197311,-3.754519899243264
197312,-2.092694539179572
197401,-1.4798594146981388
197402,-1.4663075105427241
197403,-2.997297106119256
197404,-3.623657247903109
197405,-3.119311514277185
197406,-2.318581192555047
197407,-2.613250564967727
197408,-6.268759534788269
197409,-1.7701658088939212
197410,-0.9426867249175986
197411,-3.2506760714969145
197412,-1.558247551820247
197501,1.6262270087580104
197502,1.74225090780425
197503,2.969587281168061
197504,3.362637772953634
197505,3.634504031124486
197506,3.1803894046723595
197507,2.1361485065573915
197508,4.027260479515626
197509,4.888377377458273
197510,3.166681995697098
197511,2.6763137467238134
197512,3.9565417271487977
197601,3.523293959911257
197602,2.1796168896031527
197603,4.093772581554884
197604,2.8282591488661115
197605,4.601172289639579
197606,4.008321901512313
197607,4.01356151010099
197608,4.31486178524962
197609,3.775894772892346
197610,5.369434904481315
197611,5.378056022100539
197612,4.107898154038834
197701,5.577785101871859
197702,6.028758846695212
197703,5.562177881364597
197704,6.378456410697875
197705,4.137608854501663
197706,4.6770126260957445
197707,3.895406213387085
197708,1.5529646537498265
197709,0.9703575566299845
197710,1.6803059632417836
197711,0.9454316589139723
197712,1.4090375148631742
197801,1.818482609377321
197802,1.3966327734251072
197803,1.2320246541367386
197804,1.7092907479675366
197805,0.07457556138428906
197806,-0.35824268135287585
197807,-1.1647431522907303
197808,-0.7784424392819476
197809,-1.7871922724784144
197810,-0.8952502292825287
197811,-3.482923742597768
197812,-4.955115755492763
197901,-4.3808265798522275
197902,-2.5266346480092277
197903,-1.3194286853062005
197904,-0.6947166053145662
197905,-0.9542401031928622
197906,-0.758118662294744
197907,-1.6131599811524506
197908,-3.88874831865903
197909,-4.954112935155507
197910,-4.089864888560666
197911,-2.6718490780278707
197912,-3.7395592706785776
198001,-2.63094022996131
198002,-3.885020242993518
198003,-11.556479401546984
198004,-1.9451826554894385
198005,2.2773955275226947
198006,1.0185843597143505
198007,1.8804108297771476
198008,1.507454779557431
198009,-1.8597073049512773
198010,-0.08307852679888084
198011,-1.554255022197228
198012,-1.571928712998147
198101,-4.965095264434286
198102,-0.4684816060860254
198103,4.047511774987671
198104,2.4446570809660857
198105,-1.87743397494054
198106,-0.8213746117357352
198107,-1.5956238539721646
198108,-0.25212439165630895
198109,3.595394464487209
198110,7.420939888522428
198111,10.657364885328642
198112,5.6546313945730935
198201,4.796475469110493
198202,1.2380363466502382
198203,1.7697293861386625
