Time,xr_2,xr_3,xr_4,xr_5,xr_6,xr_7,xr_8,xr_9,xr_10
199503,0.5644,0.6994,0.739,0.6164,0.5978,0.3585,0.5093,0.2855,0.1357
199504,0.4684,0.5934,0.6023,0.4667,0.4579,0.2295,0.3978,0.2887,0.1814
199505,-0.0013,-0.0739,-0.1976,-0.4257,-0.4992,-0.7284,-0.5031,-0.5699,-0.7512
199506,0.142,0.0266,-0.0823,-0.3487,-0.4259,-0.596,-0.3745,-0.4799,-0.6522
199507,0.3082,0.4074,0.4474,0.276,0.3528,0.2109,0.4576,0.4522,0.3458
199508,0.2633,0.282,0.2572,0.0641,0.0758,-0.135,0.0997,0.0939,-0.0998
199509,0.198,0.0763,-0.0044,-0.2187,-0.2787,-0.6243,-0.4553,-0.5031,-0.7283
199510,0.0633,-0.0247,-0.0966,-0.351,-0.3916,-0.6858,-0.5418,-0.6296,-0.8285
199511,-0.0679,-0.2393,-0.3741,-0.5989,-0.6492,-0.8395,-0.6728,-0.7923,-1.0863
199512,-0.0284,-0.1631,-0.2305,-0.4015,-0.4488,-0.7457,-0.5822,-0.67,-0.9361
199601,-0.0224,-0.0631,0.0032,-0.0317,0.0791,0.0632,0.2786,0.3086,0.1404
199602,0.3806,0.5133,0.648,0.6042,0.7333,0.9927,1.2885,1.4039,1.3617
199603,0.5669,0.7534,0.9352,0.8107,0.932,1.16,1.2947,1.3119,1.2106
199604,0.7364,1.0265,1.2828,1.2288,1.4813,1.5295,1.7182,1.7661,1.674
199605,0.8541,1.2505,1.5746,1.5029,1.717,1.7843,1.8958,1.8591,1.7762
199606,0.6657,0.9682,1.1241,1.0272,1.2149,1.1887,1.3795,1.2989,1.1948
199607,0.5735,0.8647,1.0341,0.9558,1.0932,1.0384,1.1493,1.0903,0.7845
199608,0.8467,1.2122,1.4897,1.4338,1.6532,1.6745,1.7471,1.7243,1.4651
199609,0.6715,0.9666,1.1679,1.1228,1.2903,1.2814,1.4135,1.3701,1.1071
199610,0.4271,0.6284,0.7818,0.6984,0.858,0.8791,0.9957,0.9255,0.6741
199611,0.2967,0.337,0.3329,0.2164,0.2915,0.1614,0.2674,0.162,-0.0629
199612,0.5085,0.7281,0.8477,0.7379,0.8752,0.7808,0.8705,0.785,0.5715
199701,0.5468,0.7639,0.9147,0.8489,1.0305,0.9812,1.0534,0.9641,0.8282
199702,0.6523,0.8715,1.0164,0.9284,1.0031,0.8999,0.9036,0.8058,0.7321
199703,0.7086,0.9725,1.1136,1.0319,1.1769,1.0819,1.072,0.9073,0.7712
199704,0.6041,0.816,0.9237,0.8108,0.967,0.8155,0.8328,0.6472,0.4884
199705,0.6359,0.8564,1.0031,0.86,0.9759,0.8399,0.874,0.764,0.6135
199706,0.5812,0.7585,0.8875,0.743,0.8283,0.666,0.6872,0.5619,0.3937
199707,0.2908,0.2502,0.1961,0.0178,0.0345,-0.2384,-0.1895,-0.3552,-0.6349
199708,0.4512,0.5446,0.6276,0.4539,0.5307,0.3479,0.3644,0.2045,0.0267
199709,0.3632,0.3481,0.3772,0.1765,0.244,-0.0162,-0.0255,-0.1678,-0.3642
199710,0.2054,0.0767,-0.0434,-0.27,-0.2742,-0.5732,-0.5998,-0.7951,-1.0275
199711,0.1977,0.0013,-0.1441,-0.4311,-0.582,-0.9757,-1.1375,-1.4316,-1.7315
199712,0.122,-0.0576,-0.2636,-0.5556,-0.698,-1.1291,-1.2186,-1.4858,-1.7854
199801,-0.0403,-0.2907,-0.4688,-0.7465,-0.863,-1.1354,-1.1987,-1.4105,-1.6705
199802,0.0749,-0.1513,-0.2875,-0.5804,-0.8093,-1.1023,-1.1722,-1.4298,-1.7546
199803,0.1306,-0.0314,-0.2243,-0.4777,-0.5781,-0.9502,-1.0312,-1.2691,-1.6004
199804,0.1668,-0.0067,-0.1603,-0.4079,-0.4944,-0.8541,-0.9346,-1.1856,-1.4903
199805,0.0677,-0.1122,-0.3018,-0.602,-0.7938,-1.18,-1.2374,-1.5052,-1.849
199806,0.0568,-0.1347,-0.3801,-0.7342,-0.9494,-1.3879,-1.45,-1.7792,-2.1553
199807,0.0746,-0.0809,-0.2792,-0.5796,-0.7601,-1.2034,-1.2807,-1.5597,-1.8798
199808,-0.3002,-0.49,-0.7724,-1.0568,-1.0644,-1.5472,-1.5689,-1.756,-1.9897
199809,-0.3492,-0.6603,-1.0377,-1.3105,-1.4942,-2.0738,-1.9681,-2.0673,-2.1491
199810,-0.2044,-0.3422,-0.5323,-0.7069,-0.5316,-1.0264,-0.8294,-0.713,-0.6876
199811,-0.1493,-0.2962,-0.4091,-0.6673,-0.649,-1.1672,-1.0177,-1.2072,-1.4208
199812,-0.0096,-0.157,-0.2963,-0.5982,-0.6474,-1.0898,-0.9617,-1.0593,-1.1093
199901,0.0014,-0.1935,-0.3897,-0.6426,-0.6782,-1.0909,-1.0169,-1.187,-1.3462
199902,0.35,0.3744,0.3599,0.2215,0.2543,-0.1057,-0.0619,-0.2338,-0.3862
199903,0.357,0.4485,0.5484,0.4765,0.6278,0.4328,0.5096,0.3844,0.3152
199904,0.438,0.5291,0.5619,0.4936,0.5573,0.3238,0.3857,0.3106,0.3131
199905,0.624,0.8494,1.0246,0.9835,1.0693,0.8312,0.8115,0.6361,0.4548
199906,0.5712,0.7031,0.855,0.9273,0.9417,0.7142,0.7893,0.6977,0.5967
199907,0.7026,0.891,1.1302,1.1907,1.3182,1.1356,1.1477,1.0101,0.9021
199908,0.5552,0.6831,0.8773,0.9752,1.0433,0.835,0.8712,0.6924,0.5514
199909,0.535,0.627,0.7778,0.8847,0.9557,0.8183,0.8737,0.752,0.7046
199910,0.5211,0.5867,0.7442,0.7734,0.6901,0.4902,0.5187,0.3732,0.2892
199911,0.3765,0.3529,0.3596,0.4083,0.2519,0.002,0.0362,-0.0978,-0.1554
199912,0.3937,0.4301,0.4493,0.4754,0.3485,0.1112,0.1025,-0.0527,-0.1548
200001,0.576,0.5396,0.4106,0.3266,0.1254,-0.2724,-0.4252,-0.7462,-1.0802
200002,0.4258,0.3808,0.2498,0.1123,-0.1171,-0.5637,-0.7959,-1.2265,-1.6896
200003,0.2192,-0.1118,-0.5523,-0.9519,-1.3886,-2.0329,-2.3,-2.8102,-3.3141
200004,0.2964,-0.0651,-0.4058,-0.8209,-1.2318,-1.8584,-2.1959,-2.7729,-3.3248
200005,0.0777,-0.3373,-0.749,-1.213,-1.6967,-2.3941,-2.6882,-3.2381,-3.7439
200006,-0.0892,-0.5232,-0.9998,-1.4835,-1.8033,-2.4332,-2.6873,-3.2089,-3.6678
200007,-0.2372,-0.5999,-1.0923,-1.6073,-2.0333,-2.6785,-2.9065,-3.4285,-3.913
200008,-0.3626,-0.8726,-1.4115,-1.9222,-2.3502,-3.0219,-3.2478,-3.7768,-4.255
200009,-0.5458,-1.0572,-1.5865,-2.026,-2.3209,-2.8156,-2.9152,-3.2978,-3.6153
200010,-0.6705,-1.2153,-1.7638,-2.2573,-2.5866,-3.1513,-3.2775,-3.6895,-4.0506
200011,-0.7984,-1.3713,-1.9557,-2.4474,-2.863,-3.5009,-3.5965,-3.9636,-4.2779
200012,-0.7048,-1.1593,-1.6709,-2.1246,-2.3446,-2.7711,-2.7789,-3.0461,-3.2332
200101,-0.149,-0.2044,-0.2441,-0.4184,-0.3391,-0.4961,-0.3694,-0.3608,-0.3345
200102,-0.1978,-0.1816,-0.2104,-0.3785,-0.2799,-0.4099,-0.2475,-0.2236,-0.1993
200103,0.1317,0.3053,0.456,0.4078,0.7046,0.7262,0.9789,1.1858,1.3894
200104,0.534,1.1075,1.5227,1.6388,2.1489,2.35,2.672,3.02,3.309
200105,0.8841,1.6322,2.2722,2.5102,3.0781,3.3146,3.6349,4.0446,4.3942
200106,0.8112,1.5455,2.1656,2.4149,2.9242,3.158,3.4766,3.8501,4.1751
200107,0.6624,1.4284,2.0213,2.3257,2.9024,3.155,3.4903,3.9025,4.2642
200108,0.6143,1.3967,1.9997,2.3162,2.8806,3.1413,3.4839,3.8987,4.2412
200109,0.6935,1.7559,2.686,3.2705,4.1589,4.7002,5.2336,5.9501,6.6042
200110,0.8431,1.9437,3.0333,3.7228,4.6477,5.2196,5.7748,6.5573,7.2338
200111,1.4421,2.8563,4.1303,4.8427,5.9219,6.6163,7.1732,8.0331,8.834
200112,1.7671,3.4954,4.8758,5.6218,6.7573,7.5141,8.0906,8.9945,9.785
200201,1.5758,3.1167,4.4422,5.1861,6.2265,6.8734,7.3698,8.1503,8.8521
200202,1.5409,2.9233,4.2098,4.9552,6.016,6.7021,7.2222,7.9978,8.7117
200203,1.7872,3.2513,4.5241,5.2001,6.1986,6.8156,7.2664,7.9739,8.609
200204,1.7638,3.2436,4.5997,5.3052,6.3729,7.0558,7.5515,8.325,9.0194
200205,1.6658,2.9188,4.155,4.8647,5.9255,6.6368,7.1909,8.007,8.7612
200206,1.5929,2.8956,4.1628,4.8684,5.9878,6.7726,7.3744,8.2506,9.0729
200207,1.0281,2.2883,3.5286,4.3517,5.5522,6.4533,7.1861,8.1733,9.1011
200208,0.8377,1.6711,2.8068,3.5597,4.6667,5.453,6.1038,6.9146,7.7167
200209,0.5844,1.2308,2.0878,2.7292,3.7991,4.6394,5.3708,6.2207,7.1027
200210,0.7143,1.5757,2.646,3.4239,4.6678,5.6552,6.4751,7.4763,8.4847
200211,1.132,2.2824,3.545,4.311,5.5343,6.4513,7.1521,8.0715,8.9734
200212,0.7716,1.7266,2.8652,3.672,4.8853,5.827,6.6384,7.6582,8.66
200301,0.8564,1.9607,3.269,4.1306,5.37,6.2846,7.0244,7.9908,8.9382
200302,0.63,1.5057,2.6561,3.4997,4.6804,5.5615,6.3089,7.2253,8.1376
200303,0.731,1.7793,3.0556,3.982,5.2667,6.2452,7.0414,8.0372,9.0221
200304,0.7137,1.8165,3.1358,4.1253,5.4165,6.3797,7.162,8.145,9.1021
200305,0.4129,1.0301,1.9349,2.7629,3.9056,4.7975,5.5863,6.4581,7.3207
200306,0.5885,1.4529,2.5859,3.5228,4.7544,5.7342,6.5592,7.5184,8.4648
200307,1.0553,2.4232,4.0903,5.3229,6.879,8.0957,8.9904,10.1156,11.2378
200308,1.2524,2.7466,4.3263,5.4704,6.8915,7.9565,8.7269,9.7124,10.7418
200309,0.8133,2.0234,3.3521,4.4197,5.7817,6.833,7.6669,8.6819,9.7403
200310,1.1336,2.5045,3.9211,5.0145,6.3597,7.3956,8.1632,9.1424,10.1833
200311,1.2073,2.5322,3.8525,4.8422,6.0522,7.0268,7.7457,8.6858,9.6431
200312,1.1707,2.5298,3.9422,4.9982,6.2629,7.29,8.0409,8.9967,9.99
200401,1.1371,2.4583,3.78,4.7847,6.0167,6.961,7.651,8.5349,9.4882
200402,0.9877,2.1942,3.4575,4.4457,5.6371,6.5573,7.2617,8.1485,9.133
200403,0.9095,1.9412,3.1438,4.1121,5.2989,6.1956,6.9101,7.8038,8.7631
200404,1.4755,2.8505,4.2017,5.1307,6.2964,7.1163,7.6931,8.5117,9.4477
200405,1.4668,2.8602,4.1489,5.002,6.0888,6.8374,7.3842,8.1874,9.0634
200406,1.3632,2.5402,3.5962,4.3162,5.3119,5.9644,6.469,7.2035,8.0047
200407,1.2521,2.3088,3.295,3.9546,4.8916,5.4894,5.961,6.6209,7.3752
200408,0.9448,1.7577,2.651,3.2925,4.1825,4.739,5.2071,5.8179,6.5667
200409,0.8935,1.5454,2.2591,2.759,3.5392,3.9963,4.4132,4.9622,5.6271
200410,0.7183,1.2936,1.9353,2.4332,3.1487,3.5775,3.9982,4.526,5.1517
200411,0.798,1.3702,1.9644,2.4115,3.0391,3.3951,3.769,4.2407,4.7655
200412,0.6928,1.097,1.5512,1.8728,2.3951,2.6458,2.9814,3.4001,3.8428
200501,0.6917,1.0188,1.3071,1.504,1.8412,1.9421,2.1755,2.4258,2.687
200502,0.7481,1.11,1.4134,1.5734,1.8444,1.8739,2.0695,2.2702,2.4489
200503,0.7587,1.089,1.3623,1.4689,1.6934,1.6639,1.833,2.0205,2.1904
200504,0.5826,0.7488,0.8497,0.8612,0.9932,0.8693,1.0353,1.2146,1.3723
200505,0.4564,0.5063,0.524,0.4637,0.4514,0.1979,0.3871,0.5579,0.6984
200506,0.3306,0.283,0.1932,0.0839,0.0344,-0.2115,-0.0943,-0.0733,-0.0688
200507,0.3509,0.3724,0.3565,0.2123,0.1186,-0.1564,-0.0723,-0.0998,-0.1252
200508,0.1961,0.1004,-0.0645,-0.2351,-0.3097,-0.5673,-0.4729,-0.5354,-0.6089
200509,0.2267,0.1483,0.0046,-0.166,-0.2465,-0.5352,-0.4926,-0.5902,-0.6769
200510,0.1785,0.1238,-0.0059,-0.1854,-0.2757,-0.5697,-0.5219,-0.6335,-0.7448
200511,0.0897,-0.0699,-0.2566,-0.4763,-0.5729,-0.8608,-0.8253,-0.9667,-1.0627
200512,0.067,-0.1345,-0.3988,-0.6819,-0.8501,-1.2159,-1.2239,-1.41,-1.603
200601,-0.017,-0.2462,-0.4877,-0.7489,-0.9096,-1.2667,-1.2926,-1.5681,-1.8073
200602,0.0101,-0.2156,-0.4943,-0.8152,-1.0308,-1.4371,-1.4993,-1.8432,-2.1666
200603,0.0335,-0.1612,-0.3835,-0.6321,-0.7713,-1.1004,-1.1177,-1.3563,-1.5693
200604,-0.0076,-0.1811,-0.3706,-0.5607,-0.6363,-0.8936,-0.848,-0.9889,-1.1012
200605,-0.0157,-0.2308,-0.4897,-0.7131,-0.8338,-1.1139,-1.1069,-1.3138,-1.4425
200606,-0.1035,-0.3944,-0.7377,-1.02,-1.2093,-1.5794,-1.6153,-1.8784,-2.0864
200607,-0.1674,-0.487,-0.8425,-1.1122,-1.3198,-1.6746,-1.6885,-1.934,-2.1369
200608,-0.3108,-0.7137,-1.0996,-1.3759,-1.6101,-1.994,-2.0398,-2.3501,-2.6
200609,-0.3305,-0.7579,-1.171,-1.4498,-1.7166,-2.1071,-2.155,-2.4481,-2.7026
200610,-0.337,-0.7718,-1.207,-1.5165,-1.7815,-2.1788,-2.2332,-2.5613,-2.8249
200611,-0.3995,-0.8862,-1.3682,-1.7043,-2.0151,-2.4268,-2.4812,-2.8133,-3.0834
200612,-0.2758,-0.7036,-1.1189,-1.415,-1.6833,-2.0608,-2.1258,-2.4438,-2.6998
200701,-0.1677,-0.5683,-0.9498,-1.2488,-1.5173,-1.9009,-1.9659,-2.2888,-2.5386
200702,-0.3717,-0.8252,-1.2677,-1.5598,-1.8463,-2.2021,-2.2209,-2.5297,-2.7869
200703,-0.4222,-0.865,-1.2361,-1.5121,-1.7392,-2.0331,-1.9896,-2.2542,-2.4421
200704,-0.4649,-0.9428,-1.3375,-1.6022,-1.8394,-2.1423,-2.0993,-2.376,-2.5747
200705,-0.131,-0.4708,-0.7785,-1.055,-1.29,-1.5908,-1.6182,-1.8943,-2.0846
200706,-0.1046,-0.3204,-0.5221,-0.754,-0.9304,-1.1282,-1.0428,-1.2366,-1.376
200707,-0.3387,-0.664,-0.8896,-1.0797,-1.1762,-1.332,-1.2462,-1.4252,-1.5602
200708,-0.185,-0.4461,-0.5835,-0.7515,-0.81,-0.8861,-0.6333,-0.6982,-0.6948
200709,-0.068,-0.1417,-0.1136,-0.1228,-0.049,-0.0075,0.2354,0.2826,0.3886
200710,-0.1331,-0.2837,-0.2643,-0.3023,-0.2519,-0.2523,-0.0619,-0.0454,0.0668
200711,-0.212,-0.3395,-0.0633,0.0762,0.3344,0.6925,1.0908,1.2511,1.5216
200712,-0.2588,-0.3858,-0.0797,0.0651,0.3502,0.6841,1.174,1.386,1.704
200801,0.1029,0.2735,0.867,1.2979,1.9145,2.623,3.2485,3.713,4.3302
200802,0.0762,0.4207,1.1295,1.724,2.503,3.4334,4.2066,4.9027,5.6247
200803,0.264,0.6186,1.5077,1.9575,2.5042,3.3464,4.2443,5.226,6.2643
200804,0.6493,1.1319,1.9314,2.3148,2.8573,3.4468,4.0613,4.7869,5.4761
200805,0.7889,1.4516,2.1769,2.5152,3.0626,3.6211,4.1651,4.8139,5.4097
200806,0.5614,1.2243,1.8348,2.0639,2.5105,3.0894,3.6612,4.3352,4.9375
200807,0.559,1.2566,1.81,2.1427,2.6667,3.2198,3.881,4.6314,5.3031
200808,0.3977,1,1.5603,1.9123,2.3965,2.8959,3.5725,4.1891,4.7689
200809,0.2751,1.014,1.8857,2.3985,2.9428,3.959,4.8731,5.6375,6.3945
200810,0.2218,0.9387,1.8023,3.0328,4.1025,5.5752,6.8678,8.4066,9.9062
200811,0.2827,0.8662,1.1219,2.2267,3.3752,5.1894,5.9117,6.8404,8.0806
200812,0.5639,1.3792,1.6604,2.2199,3.5082,4.2813,4.8969,5.4119,6.7879
200901,0.6715,1.6561,2.1564,2.7104,4.1595,5.5618,6.4262,6.9053,8.4881
200902,0.567,1.4325,2.1243,2.7319,4.2219,5.474,6.2257,6.6357,8.0841
200903,0.5184,1.237,1.7724,2.3003,3.4586,4.3443,5.11,5.68,6.9204
200904,0.8642,1.7942,2.664,3.4075,4.6164,5.7118,6.6206,7.4128,8.9243
200905,0.8507,1.8153,3.0293,4.1872,5.5243,6.658,7.5134,8.3958,9.8724
200906,1.0935,2.2023,3.6017,4.642,6.0168,7.0088,7.8233,8.4874,9.7663
200907,1.1067,2.1557,3.4664,4.5489,5.9269,6.7816,7.5978,8.3563,9.6297
200908,1.0608,2.1284,3.4002,4.5129,5.9414,6.8505,7.7205,8.5153,9.7041
200909,1.0302,2.0661,3.3071,4.4122,5.7806,6.6354,7.4176,8.2,9.1639
200910,0.989,2.0699,3.3679,4.438,5.7943,6.8018,7.6001,8.4779,9.4941
200911,0.7953,1.6818,2.875,3.9168,5.2191,6.2598,7.1586,8.1682,9.2586
200912,1.1222,2.2407,3.6404,4.8175,6.2031,7.2814,8.0806,9.0932,10.1815
201001,0.9853,2.0943,3.4107,4.5723,6.0114,7.1505,7.9939,9.0533,10.1856
201002,0.9351,2.0354,3.341,4.459,5.8968,7.0492,7.8896,8.9889,10.1142
201003,1.07,2.2891,3.7094,4.7934,6.1912,7.2985,8.0773,9.2031,10.3537
201004,0.9702,2.1105,3.4112,4.464,5.7559,6.7638,7.5218,8.5514,9.6811
201005,0.7276,1.7387,2.9901,3.8615,5.1011,5.893,6.6129,7.7053,8.7989
201006,0.5825,1.3367,2.4438,3.2788,4.3989,5.1135,5.7038,6.7635,7.8055
201007,0.5417,1.1003,2.0187,2.9333,4.1477,4.9167,5.5052,6.703,7.7828
201008,0.4945,0.9693,1.6984,2.3771,3.3553,3.9847,4.5108,5.527,6.368
201009,0.4448,0.913,1.6105,2.2988,3.3049,4.074,4.8336,5.8206,6.6974
201010,0.3509,0.7096,1.4107,2.1452,3.2342,4.1823,5.059,6.1134,7.1508
201011,0.4677,0.9979,1.8554,2.6788,3.764,4.6367,5.3666,6.3411,7.3847
201012,0.6321,1.4977,2.7944,3.9057,5.2063,6.0899,6.7754,7.8614,8.9917
201101,0.6415,1.4693,2.6564,3.8148,5.2435,6.2446,7.0591,8.1634,9.3305
201102,0.7967,1.8227,3.1178,4.2674,5.5982,6.5307,7.2943,8.3443,9.3668
201103,0.9533,2.01,3.354,4.4516,5.7404,6.6317,7.3532,8.326,9.3362
201104,0.7425,1.663,2.8773,3.9849,5.2973,6.2521,7.0806,8.1617,9.2446
201105,0.601,1.3355,2.3627,3.4145,4.6208,5.5147,6.368,7.4506,8.4795
201106,0.6217,1.3804,2.5245,3.5448,4.8531,5.7484,6.6215,7.8042,8.9088
201107,0.3682,0.7812,1.5559,2.4708,3.6012,4.4957,5.4055,6.512,7.5409
201108,0.378,0.6656,1.2665,1.9418,2.8141,3.4301,4.1988,5.1258,5.9996
201109,0.4119,0.7236,1.2227,1.7762,2.4464,2.9303,3.4639,4.0488,4.6501
201110,0.3901,0.7289,1.2357,1.8836,2.7159,3.3762,4.0251,4.7707,5.5129
201111,0.4395,0.7777,1.2776,1.8816,2.661,3.2839,3.9368,4.6249,5.2537
201112,0.4106,0.7111,1.1342,1.6259,2.2835,2.7741,3.3745,3.9892,4.6056
201201,0.361,0.5566,0.8504,1.3094,1.9905,2.4736,3.0834,3.767,4.4127
201202,0.4117,0.7167,1.0949,1.5564,2.2186,2.7756,3.4131,4.0926,4.7303
201203,0.4388,0.8354,1.3727,1.93,2.7162,3.3617,4.1306,4.8558,5.5436
201204,0.352,0.6261,1.0207,1.4359,2.0544,2.594,3.3564,4.0382,4.6933
201205,0.3566,0.5689,0.846,1.074,1.4351,1.6742,2.2874,2.8464,3.3656
201206,0.3657,0.5996,0.8876,1.1577,1.5852,1.875,2.4952,3.0551,3.5842
201207,0.301,0.4621,0.6958,0.9661,1.3946,1.6884,2.2202,2.7506,3.2436
201208,0.3005,0.4655,0.6582,0.9425,1.3919,1.7584,2.3494,2.8945,3.4244
201209,0.3231,0.5017,0.7351,0.9964,1.4813,1.8944,2.5378,3.147,3.7537
201210,0.3682,0.596,0.8896,1.203,1.7103,2.1302,2.7339,3.3256,3.9197
201211,0.3358,0.5135,0.715,0.9712,1.4622,1.8586,2.464,3.037,3.6057
201212,0.3553,0.6034,0.9245,1.2539,1.8124,2.3228,2.9676,3.5925,4.2079
201301,0.3954,0.7221,1.1888,1.6529,2.349,2.9794,3.6989,4.4181,5.0938
201302,0.3428,0.5969,0.9695,1.361,1.9959,2.5358,3.28,4.0048,4.6589
201303,0.3731,0.6211,0.9885,1.3587,1.9602,2.4964,3.2366,3.9451,4.6078
201304,0.3657,0.5893,0.9054,1.2251,1.7726,2.2455,2.9073,3.5383,4.1241
201305,0.4575,0.8933,1.4705,2.0051,2.7633,3.4055,4.1681,4.8795,5.5647
201306,0.5312,1.1873,2.0986,2.8808,3.7893,4.538,5.3229,6.0708,6.8014
201307,0.5116,1.1472,2.0958,2.9449,3.9668,4.8162,5.6867,6.5114,7.3196
201308,0.6302,1.4619,2.5998,3.5073,4.6202,5.4798,6.351,7.1513,7.9127
201309,0.5403,1.2238,2.1843,2.9734,4.0487,4.8826,5.7982,6.6624,7.4708
201310,0.4917,1.117,2.0264,2.7991,3.845,4.6984,5.57,6.4054,7.1995
201311,0.4358,1.0306,1.9734,2.8488,4.0443,5.0364,5.9543,6.8678,7.7529
201312,0.5757,1.4516,2.6923,3.7513,5.0161,6.0867,6.9502,7.8146,8.663
201401,0.5312,1.3047,2.325,3.1984,4.2831,5.1657,5.9337,6.67,7.3857
201402,0.5156,1.2924,2.3396,3.2328,4.3002,5.1462,5.856,6.5954,7.2734
201403,0.6691,1.6695,2.8468,3.7574,4.8656,5.672,6.2714,6.8888,7.4751
201404,0.6874,1.6629,2.8048,3.6962,4.7445,5.5256,6.1132,6.7238,7.2748
201405,0.6121,1.4965,2.5184,3.3223,4.2835,4.9537,5.5021,6.0755,6.5997
201406,0.7087,1.6363,2.7071,3.508,4.4589,5.1319,5.655,6.219,6.7436
201407,0.816,1.8791,3.0663,3.8042,4.7425,5.3644,5.794,6.2945,6.7702
201408,0.8098,1.7876,2.8406,3.5101,4.32,4.81,5.1796,5.636,6.032
201409,0.9077,1.9977,3.1329,3.8227,4.7229,5.2515,5.6378,6.1036,6.5171
201410,0.7744,1.7407,2.7761,3.4357,4.3015,4.7375,5.12,5.5714,5.9978
201411,0.6959,1.5726,2.4841,3.0633,3.8551,4.2592,4.5899,4.9797,5.3854
201412,0.8121,1.7458,2.6553,3.1349,3.8584,4.1342,4.3552,4.6279,4.892
201501,0.6228,1.2845,1.8702,2.2038,2.7597,2.9272,3.0658,3.2778,3.4642
201502,0.7778,1.6233,2.415,2.8484,3.5042,3.7471,3.9287,4.1947,4.4286
201503,0.6613,1.3573,2.0858,2.5064,3.1473,3.3894,3.6211,3.9069,4.1214
201504,0.7254,1.4386,2.2153,2.7201,3.4377,3.7109,4.002,4.3211,4.6174
201505,0.7086,1.4323,2.2459,2.7891,3.5209,3.8265,4.1624,4.5213,4.8195
201506,0.7331,1.531,2.4694,3.1383,3.9829,4.3828,4.8195,5.2135,5.5097
201507,0.7079,1.3978,2.2144,2.7883,3.4981,3.8044,4.2113,4.5358,4.7448
201508,0.7285,1.4325,2.1993,2.6757,3.3989,3.6825,4.0774,4.4021,4.6672
201509,0.6536,1.2568,1.9164,2.3723,3.0121,3.2791,3.6978,4.0576,4.304
201510,0.6814,1.3028,2.0631,2.5185,3.1634,3.4358,3.762,4.0818,4.303
201511,0.637,1.2318,1.8882,2.3286,2.8614,3.0854,3.3409,3.6113,3.791
201512,0.6675,1.2127,1.9081,2.3163,2.8256,3.0423,3.2911,3.5264,3.6945
201601,0.5048,0.8822,1.3492,1.6576,2.07,2.2809,2.5775,2.8744,3.0461
201602,0.4056,0.6653,1.1173,1.3397,1.6856,1.752,1.9675,2.1866,2.2854
201603,0.4223,0.708,1.1358,1.4065,1.8487,1.9728,2.2178,2.4252,2.5613
201604,0.5136,0.8728,1.3469,1.6261,2.0768,2.2372,2.4573,2.6298,2.7764
201605,0.4689,0.8057,1.2811,1.5282,1.9167,2.0076,2.1907,2.298,2.3875
201606,0.353,0.6122,0.9357,1.1088,1.4463,1.51,1.6671,1.7736,1.8195
201607,0.3578,0.5862,0.8748,1.0183,1.2991,1.343,1.4676,1.5183,1.4973
201608,0.4532,0.7446,1.097,1.2488,1.5331,1.5641,1.6398,1.6313,1.6007
201609,0.4118,0.6819,0.9998,1.1575,1.43,1.4825,1.6151,1.6932,1.7463
201610,0.4895,0.8196,1.2346,1.4839,1.8618,1.9717,2.1655,2.3364,2.4775
201611,0.6093,1.2304,1.9639,2.3865,2.9376,3.1758,3.4337,3.6513,3.8391
201612,0.6587,1.2541,1.999,2.4332,2.984,3.2,3.487,3.7499,3.9816
201701,0.7405,1.3759,2.0667,2.462,3.0545,3.2941,3.5939,3.8745,4.0684
201702,0.7057,1.3337,1.9917,2.3258,2.8064,2.995,3.2296,3.4338,3.5605
201703,0.5142,1.0469,1.6555,1.9573,2.4203,2.5749,2.7975,2.9602,3.0613
201704,0.4442,0.8495,1.3413,1.5747,1.9831,2.1085,2.2864,2.4284,2.511
201705,0.3597,0.6954,1.0827,1.2669,1.5848,1.6747,1.8543,1.959,2.0315
201706,0.3816,0.7342,1.1196,1.3414,1.6517,1.7403,1.8807,1.9313,1.9253
201707,0.3776,0.7131,1.0941,1.3008,1.6396,1.7496,1.9102,1.9983,2.0694
201708,0.3477,0.5795,0.8603,1.0035,1.243,1.2732,1.4023,1.423,1.4246
201709,0.4275,0.7542,1.0835,1.2737,1.5574,1.6149,1.7318,1.7616,1.7442
201710,0.4308,0.7273,1.0199,1.1918,1.4342,1.4552,1.5468,1.5177,1.4463
201711,0.4184,0.6755,0.9199,1.0048,1.1812,1.1158,1.1625,1.0637,0.9637
201712,0.3594,0.5708,0.792,0.8216,0.9408,0.8222,0.8017,0.6483,0.4778
201801,0.5523,0.9155,1.189,1.2648,1.4442,1.3356,1.322,1.1574,1.0033
201802,0.5066,0.849,1.1344,1.1979,1.3896,1.307,1.3066,1.2063,1.0798
201803,0.4569,0.7126,0.8847,0.8821,1.0069,0.8548,0.8039,0.6186,0.4513
201804,0.5461,0.8801,1.0642,1.0736,1.1921,1.0281,0.9759,0.7887,0.6091
201805,0.4565,0.7283,0.8813,0.8327,0.9178,0.7394,0.695,0.5206,0.3203
201806,0.4864,0.6983,0.8047,0.7333,0.7754,0.5443,0.4304,0.2363,0.0225
201807,0.5398,0.7616,0.8195,0.7271,0.7466,0.5227,0.4118,0.2123,0.0019
201808,0.4498,0.5995,0.6082,0.4492,0.4198,0.1695,0.0577,-0.1406,-0.3622
201809,0.493,0.6469,0.6809,0.553,0.5322,0.2932,0.1791,-0.0169,-0.267
201810,0.443,0.5657,0.5519,0.4113,0.4043,0.1799,0.1129,-0.0402,-0.2415
