Time,RV_5,RV_10,RV_20
198912,0.07043466316189052,0.05715550364965057,0.046377771388539185
199001,0.08452447289539695,0.08410555188283671,0.07752515966171995
199002,0.11772317465236092,0.12438610402325694,0.1162740534389406
199003,0.07081176619908015,0.07367907396261358,0.081285968192926
199004,0.06245134351870442,0.06447901560408817,0.07650127157659321
199005,0.10778476583910833,0.10471436834412971,0.08840793413892833
199006,0.07757976345611113,0.07385823108920413,0.06652865602780421
199007,0.07560671799472161,0.06742994284217461,0.06853302562111979
199008,0.11969146617870317,0.15232067236320138,0.14252392625470178
199009,0.060593319198233575,0.07033010709959713,0.08326144100673927
199010,0.08297977151422273,0.10158515764861598,0.10718384624497822
199011,0.07290280528632764,0.08557093971588144,0.09419466463082916
199012,0.09472296666998833,0.09076571455949342,0.09694280065105847
199101,0.08535863836632711,0.12127965339933112,0.1242820160284301
199102,0.07012685470699669,0.0681409398280589,0.06841389023390625
199103,0.09302585894984089,0.07164506527909584,0.07449253377603675
199104,0.06934480757633431,0.06515735082164134,0.06993199325994627
199105,0.0471746543098304,0.056807533661224,0.07146212999343367
199106,0.06432287773161653,0.05520584344786524,0.05819130730947209
199107,0.052322421914681755,0.04967627223483005,0.04959650843285859
199108,0.0970302833362973,0.08256241667282144,0.08002948189922747
199109,0.05189960254195925,0.04574837451979761,0.04540520157798098
199110,0.0786068335366723,0.09044326399455531,0.08236561631633321
199111,0.05949865445972643,0.07003801495642063,0.08335109717938088
199112,0.09068350640484582,0.0826988842466015,0.07536075423786677
199201,0.1066138319571163,0.09533032026780994,0.0793558243976325
199202,0.09196769369226603,0.08194359177566948,0.07113748756522571
199203,0.1072250667295289,0.0766331493579361,0.07373722315533673
199204,0.09956290221839124,0.07693221242781602,0.05975348769011839
199205,0.11312493338725288,0.07840797510954461,0.06556128387284475
199206,0.06878544923179403,0.04227470559640303,0.03958852137117507
199207,0.11483288012263078,0.08514727059224562,0.07874132179770302
199208,0.10692686977439131,0.07719333603605939,0.05592328562725773
199209,0.10969293784457222,0.07552520619567446,0.07568106188628744
199210,0.14294787688964405,0.09934795038831254,0.049520478699022166
199211,0.11111540981858214,0.0790176560427632,0.0571745057707524
199212,0.06514453648485925,0.047482695170223445,0.049004460575788
199301,0.09464570735099304,0.07767186276531753,0.07555425410930013
199302,0.12171502151844489,0.1000695053155708,0.06978310100056699
199303,0.10873856951897572,0.10070087653862121,0.06864377192621186
199304,0.0664414049420121,0.0807369164723067,0.0826657623870339
199305,0.06608952331741366,0.059786243416824106,0.08138803217069805
199306,0.07535656746590247,0.05472907362688995,0.055283446457030004
199307,0.07135342492559149,0.05910288348096761,0.05733163444802499
199308,0.061076289010356,0.05186078818748545,0.0603684703883378
199309,0.09249720992011032,0.09328663600493045,0.08757802440485914
199310,0.06544738765443876,0.07471508470261318,0.07744283661470432
199311,0.09603391775154342,0.09887694516997148,0.08302532848006401
199312,0.05775681098526736,0.06696659404367077,0.06917681546669362
199401,0.09789160057443973,0.08863274153370157,0.08190980228808652
199402,0.0914270000470184,0.0919410066532507,0.07874724907594963
199403,0.10124181974162078,0.10391571689695403,0.09243041879735425
199404,0.20227614471189492,0.1949855353665706,0.14727096204284473
199405,0.15271168873271346,0.15226841123447385,0.12648007641192935
199406,0.1051522193796229,0.0967250980062549,0.11436545894675457
199407,0.1267338944362246,0.10532624990132065,0.09345829682350013
199408,0.09936542298710667,0.08941422754176806,0.09851203565267871
199409,0.08634928341148862,0.08704725609728042,0.08862798080681691
199410,0.07840202005224967,0.07102864952477744,0.0681888960482107
199411,0.10168158480012163,0.09947286169434545,0.0962488890806894
199412,0.08692212547078772,0.07683565745233376,0.08871340398857373
199501,0.08962478576471289,0.0818343878894156,0.07985977713895612
199502,0.1200031494037153,0.08586446620323289,0.06456744784522528
199503,0.08857370812717173,0.08816717529580878,0.08500142881995294
199504,0.058460731989020735,0.033306797509027736,0.048126248023998605
199505,0.12229189939133304,0.10410469042489391,0.08774678170236147
199506,0.1613053584914649,0.1272423012186087,0.09332418236538405
199507,0.10931475839334688,0.10138203680870289,0.1038340384381451
199508,0.09046948636080712,0.0730894651041544,0.0784944040176112
199509,0.08898943538625924,0.0816548339975467,0.07137127713812491
199510,0.055696378967893194,0.059058418254893115,0.06109902957406598
199511,0.06965348204276618,0.06377559579322863,0.058853050858494446
199512,0.06833949892238737,0.06665733029953347,0.0681533824852472
199601,0.07532551701111952,0.08897776856308759,0.08427701200494879
199602,0.11685058257089896,0.10913276521858074,0.08363684622190697
199603,0.1557499409224588,0.14853643253945578,0.11200807239136346
199604,0.12969462331056514,0.11464612232052945,0.08408602800788942
199605,0.0980845672664643,0.09567606421942183,0.09061644491355843
199606,0.10634732861482213,0.08646573692364275,0.07639506067027386
199607,0.1238648938661538,0.11963022294987463,0.10704791340065507
199608,0.1060814124117076,0.09688743400298887,0.08812095177225368
199609,0.08423154512064428,0.08323647171048379,0.07402362159663223
199610,0.09880250671133568,0.0893287894927829,0.08543318982779723
199611,0.057049737529235554,0.07163257665476341,0.06986789631582233
199612,0.09813006002746817,0.10421512097575769,0.08608601233976321
199701,0.08521496304839754,0.08545850769386937,0.08393165003825091
199702,0.07923093838735995,0.07400763196088993,0.06881305495106838
199703,0.0765852876852271,0.07203027442458945,0.06864149950807417
199704,0.08258878615181973,0.0761727208798834,0.0690027522128252
199705,0.06817299098940267,0.06342739747049428,0.05693929286795847
199706,0.06446159644773493,0.06740090345067391,0.05672218987483926
199707,0.0746869739363638,0.07658170394395787,0.06711244182635136
199708,0.09354760625137803,0.09982646199004823,0.10403739317109822
199709,0.0823236451131914,0.08705906818114892,0.08749622975245976
199710,0.13138076568437407,0.12009920047468292,0.10013106467865812
199711,0.05310400275237817,0.04642075896898563,0.04980017498745051
199712,0.06211691236798211,0.06320857172117263,0.06198639768250825
199801,0.1137880579020012,0.10444000704671715,0.08822244281988517
199802,0.06917977258286415,0.06774095903903621,0.0864539948488602
199803,0.06633665065834772,0.07328393743789219,0.06692181349464749
199804,0.08334012023224363,0.0786149896963683,0.07047254782230881
199805,0.06374910442374344,0.057531369142373605,0.05342119179075251
199806,0.06535317604498793,0.06369288190945388,0.06426867433843897
199807,0.0332427310514364,0.04240144950811408,0.059294584066676294
199808,0.08314589812750886,0.06925251566703684,0.068837314319199
199809,0.11820886156646553,0.10574790130420617,0.08665062577835052
199810,0.17880977021429625,0.18330205354465073,0.1396476273656344
199811,0.10140845272170228,0.09868119967685339,0.09866782867320033
199812,0.11269264963350754,0.09059727333171877,0.05782806714402085
199901,0.10151090733305111,0.09366951416183401,0.09038179675168258
199902,0.1260014357669562,0.11919190664520826,0.09739151411248992
199903,0.08065830395715806,0.08251708065897123,0.07550507117746857
199904,0.09298085062111372,0.09152339688001819,0.07131674127151257
199905,0.1092471901495509,0.10831258843167971,0.0880176982981116
199906,0.11856507244857566,0.10846382214350701,0.08758655339627724
199907,0.08155874303517284,0.07505391256008799,0.05539509391031905
199908,0.11461363473260464,0.106056122772678,0.08897872632456677
199909,0.08528647861583238,0.10154242621615886,0.07844150073253575
199910,0.09133913660618957,0.09639289995324843,0.08121532591227115
199911,0.05629516592007414,0.0622220351741572,0.05893804793462559
199912,0.07142372941368577,0.07298491400531774,0.07470723707466781
200001,0.10641860453253608,0.10176080814724967,0.10573715937900474
200002,0.10879870043962898,0.10721547324464431,0.10724071124834736
200003,0.07009261119914281,0.06986620040375999,0.06797702931113717
200004,0.11797320645939616,0.1091529785223503,0.07725287205770551
200005,0.08672187810283917,0.0964262429844616,0.09287975429442331
200006,0.07892215118052788,0.07253325380862632,0.07196082797961442
200007,0.08647690606587248,0.08006516989276868,0.0681070304032766
200008,0.06053706360681753,0.058541906093483524,0.05002949220970074
200009,0.0457938436429861,0.05803112610072222,0.06610635270841644
200010,0.05394102522958038,0.0504532883703045,0.0523330109779195
200011,0.060136889979360446,0.05689189414199815,0.054015607036001646
200012,0.09095847407165593,0.0818508576921735,0.06241881720085678
200101,0.16294476884738093,0.13928396112657804,0.10522496625268518
200102,0.08259560102990397,0.0719673400230693,0.061343381878325075
200103,0.09453406327877482,0.08358619335212977,0.0646468843703203
200104,0.1246861186297088,0.11658322749667534,0.10493824267318921
200105,0.09856449018392995,0.10121756831809112,0.08792229546418355
200106,0.07795886943822966,0.07416901329769851,0.0682041796107133
200107,0.08324438088845823,0.0730168046030233,0.061020403256146855
200108,0.08589298116986681,0.07601421740302818,0.056456360588351115
200109,0.2083284425065936,0.10876882461712652,0.1374113032226108
200110,0.08106331857542458,0.08419431724871508,0.08711561262844028
200111,0.1665716599094104,0.15346139241743298,0.12175749372761974
200112,0.15688304007585535,0.14922367606137396,0.12474366387449402
200201,0.12403357059037326,0.10359530122226863,0.08761921377233269
200202,0.0815886930240691,0.07761357990449083,0.07740970523260425
200203,0.1263550070375716,0.10703256346750205,0.09510086892546847
200204,0.06974335643851463,0.06718432382093213,0.06479427601854834
200205,0.10275304069034519,0.09150522441555908,0.07986390152595556
200206,0.09075004619840538,0.08961603382147786,0.08353922734397468
200207,0.13776820077611424,0.11079284203607759,0.09009436244933668
200208,0.14234051606761408,0.12574995577495135,0.09777091612781219
200209,0.13541946024082063,0.10689026181409714,0.09331828913272082
200210,0.161955831119442,0.13733481969253078,0.09071702455380733
200211,0.1511796912729593,0.15318302843169115,0.13172280247848542
200212,0.08995982947818326,0.07461470798172137,0.06435851572105432
200301,0.1215792419331685,0.10416025534861047,0.0956235831980903
200302,0.08290996412943646,0.07759185320053158,0.0690538525524595
200303,0.13493161742671259,0.11902953974125463,0.09795393329740298
200304,0.08305456081907568,0.07141598875536662,0.05943425895644042
200305,0.11256661147135878,0.10828488848596335,0.10452587003208445
200306,0.1257202379557967,0.11122373360269495,0.09488018001741358
200307,0.16258159738394912,0.15750076850865682,0.1302963843548135
200308,0.12704825745806478,0.12503135280601535,0.12377730025919863
200309,0.14115474389190044,0.12614124312709576,0.11833720960040468
200310,0.13606539548381433,0.11649911954913691,0.10846302506198438
200311,0.1197410327574263,0.10484602892798564,0.09332762541227008
200312,0.10572181067461998,0.09931301738404183,0.07934220398939171
200401,0.12996340625630212,0.11588574334498568,0.09595512561979337
200402,0.08106580790225239,0.06694194736765229,0.06484425995499869
200403,0.10251759355101223,0.09257295179176497,0.07475855797113934
200404,0.14574205545289537,0.1263924215927166,0.09463511693757604
200405,0.12148192315748814,0.09840926197387821,0.08151877165314729
200406,0.11061548296223875,0.09725001488131568,0.09542503966059486
200407,0.09570756062486525,0.0884772451481851,0.07971217057207232
200408,0.0974516008037831,0.08057332879115996,0.05992986883400019
200409,0.0880472803797922,0.08167039006414825,0.07646053665430944
200410,0.0774201580421385,0.06891145063995978,0.05890241345334625
200411,0.07893051016857645,0.07768309350780836,0.07542438243475472
200412,0.08320731378406589,0.09033261472750095,0.09249445345206805
200501,0.059570157593151665,0.0612182858986541,0.07067849162518203
200502,0.0793556138689693,0.07675410318011078,0.08576022953394494
200503,0.08349554952517606,0.09215098289876533,0.0851700499925872
200504,0.09161855081551255,0.07825428093632465,0.06796666180720683
200505,0.07779365537886321,0.07041448927180416,0.06932029594451371
200506,0.08355624046691197,0.08276458994886972,0.0763600196849547
200507,0.08507253020256632,0.08726843908493642,0.08333403341013908
200508,0.08703500982480554,0.07237063390918154,0.061386994027733566
200509,0.06658711117092371,0.0660233689773108,0.06823643464504588
200510,0.061087945952458464,0.062350466915216986,0.0641050516837798
200511,0.08247240302346458,0.0825458250011815,0.08287638063899833
200512,0.06527171573804352,0.06548190284260928,0.06487003932044258
200601,0.0567473272769231,0.05451644436151785,0.055261481425937904
200602,0.05024966006778077,0.047252205185473836,0.05227209819592632
200603,0.07607808753007476,0.07210478331990386,0.0703820478273528
200604,0.06633921321486137,0.06632764160842493,0.06826673156059755
200605,0.06214571965890845,0.06506739975051455,0.06865730194974935
200606,0.07207836145611718,0.06467955434307945,0.06405843204057042
200607,0.06258687551978485,0.05568308858781109,0.051796178443320344
200608,0.051670855856341104,0.043970017689883414,0.04036284795412032
200609,0.061952480337659425,0.05592356258021781,0.0518369092066045
200610,0.07029522636843372,0.06176245450096104,0.05671144928701709
200611,0.07553357709993931,0.06314861279562707,0.05448103891672641
200612,0.071856504017967,0.05951230740494627,0.05268733815399834
200701,0.054802815943974015,0.05549158161768829,0.0542660756390335
200702,0.07925649276640523,0.06689852367120121,0.06106942918336048
200703,0.06541781715449915,0.049069666968368175,0.0437711676143272
200704,0.06037745287676448,0.04998606347592024,0.04534365297746054
200705,0.045940352910216406,0.04040634726131677,0.036603813903148624
200706,0.0992195784748579,0.10642362220836557,0.10361603230554052
200707,0.10522201594788035,0.08687897081347766,0.07446303696472947
200708,0.11856885711828465,0.07707404775422602,0.06032209562619748
200709,0.11376187791548775,0.09639614844109685,0.08643759786110189
200710,0.10176557005396615,0.08154365805716224,0.07029437277246055
200711,0.1579151339018585,0.10891554400104751,0.08813509979623853
200712,0.1596525790809805,0.13360098687418384,0.11597042537830227
200801,0.17242941017143357,0.14005904476287742,0.10672689736759561
200802,0.17774295657422895,0.14063227857854696,0.12322902251571237
200803,0.199662672155073,0.15746974194914998,0.1233417555300001
200804,0.1406748384889943,0.10087351730450712,0.08153586925744863
200805,0.12921185248007708,0.09793315136267396,0.08311012352911047
200806,0.171648751797695,0.10218094872778428,0.07666591712915735
200807,0.15116684428509386,0.10885952788288344,0.09154267223313806
200808,0.10063060753521383,0.08934727573135699,0.07958915328776205
200809,0.27904680509818197,0.20170125720510307,0.19051495544279085
200810,0.18814010149777358,0.1769672393153932,0.13314395989839686
200811,0.1847061044640493,0.2527568630891845,0.24255886813759134
200812,0.16112128159936465,0.18828412410215986,0.14766346018032156
200901,0.12523109603352617,0.1665439552429447,0.18506541344440047
200902,0.163608231133802,0.1562578255536642,0.1665232103301831
200903,0.18397509538702098,0.22247918249921358,0.1728418111204968
200904,0.11559261634122069,0.11467570179510578,0.1170427854209115
200905,0.11716821864035103,0.15287851957027232,0.158258437717592
200906,0.16005853220828056,0.16108404793206973,0.13200294432402718
200907,0.12724526810091705,0.1343555424512761,0.13643737491971367
200908,0.11714532812332121,0.12242346896991647,0.12008026572019541
200909,0.0750395826410498,0.10372033764260027,0.09512003511691718
200910,0.11265465938097736,0.11401638274839729,0.11243846761694239
200911,0.06176915356440286,0.06699069314317292,0.06506667459831256
200912,0.10200157789692763,0.09902185585696181,0.09049825254117107
201001,0.07402435053451434,0.075646244322013,0.08967833010892655
201002,0.0873138370987171,0.08935023710246924,0.08992581628209427
201003,0.07960485765368132,0.07345274023308604,0.06919817176037103
201004,0.09514806365412777,0.08415902786505178,0.0755774648163236
201005,0.12767699833339613,0.12947881871356032,0.145476323500596
201006,0.10068852753313946,0.10947890254117043,0.09997273203369716
201007,0.08288166751189135,0.0818549971157293,0.09038590617352206
201008,0.09660921679803165,0.11939185990416876,0.12661423058534724
201009,0.08948065213006942,0.10744587376986875,0.11115746405738425
201010,0.07281185598180494,0.08076821165388451,0.08899941379398563
201011,0.12675451279845695,0.13081032567618656,0.12495888486170466
201012,0.1636356942731577,0.16727352290416994,0.1363206601416587
201101,0.09447880204279682,0.10072547213629644,0.09502329046822688
201102,0.10363787257167278,0.09200566643264549,0.0753143729437159
201103,0.10350900468263975,0.09195014131067189,0.08446033672160458
201104,0.0817361089337809,0.07113200162597468,0.07083901702997274
201105,0.056621011407654936,0.06230523142506981,0.06582412856907463
201106,0.11016010959805299,0.1058360716991082,0.09965428964801679
201107,0.10931358913332742,0.10122707249439879,0.10920954857738664
201108,0.12667718277056528,0.1864394390589534,0.20254691680465622
201109,0.07379480347543856,0.13111628464582328,0.16840015064698016
201110,0.11103452173468782,0.1622612782062171,0.18695877423443005
201111,0.054161560695439974,0.1018073493084224,0.11213992424659697
201112,0.058275912482697825,0.09385386213334315,0.11597587473102347
201201,0.05537577220069212,0.07605986838520068,0.08367191897828266
201202,0.05225731538081463,0.06655873717880802,0.07825739214228294
201203,0.07507811322456082,0.09083111251165492,0.09237217805996778
201204,0.06984566378136524,0.0841933464498481,0.08478804928425628
201205,0.04544287980055095,0.07342777706718484,0.08871565658730617
201206,0.06136789889411233,0.0950041546149023,0.1006469079980381
201207,0.044441895705561306,0.06915056357279875,0.07957826732694405
201208,0.05931338800087363,0.07761614169718185,0.07859144874179598
201209,0.050436973366250026,0.08244130655432484,0.09254463179462846
201210,0.0541795620083759,0.07633956665540087,0.0826115491909662
201211,0.04381597923651643,0.061971872042830625,0.06286575835687269
201212,0.03457978406497913,0.05431317827676595,0.06630505332140785
201301,0.04988984194483727,0.06606274790472359,0.06898698393171436
201302,0.04747034590198377,0.06474822850415565,0.06399306626389752
201303,0.04133434935796824,0.06326111671652156,0.06437924494427466
201304,0.03277368774656406,0.05595148517775654,0.07469036140233273
201305,0.07112793968232917,0.09958450008608369,0.10305857544171726
201306,0.10671842132470981,0.1061940439154153,0.09474192909857362
201307,0.09341367177376274,0.10149906621941664,0.0963619506529352
201308,0.09304957888240056,0.09707134645034018,0.0925677581286848
201309,0.100308385803436,0.0884303203679823,0.07619571430929657
201310,0.05049635917232692,0.06022426565434883,0.054112796636175506
201311,0.06820645672115211,0.0917585828294207,0.09303243541128703
201312,0.05438724476652173,0.0631222677535692,0.06692086724811719
201401,0.08031741765749198,0.07377085508784452,0.06229163876974381
201402,0.05699665838431602,0.05926276718649641,0.0598363244206462
201403,0.08024395518032493,0.07244062926788894,0.06838677305949985
201404,0.06182656053176365,0.059107788506135975,0.05656127099415234
201405,0.04403482870492469,0.05520937907590932,0.064827502241866
201406,0.05147567890686992,0.057622573028811436,0.06037795648460222
201407,0.053344677448588944,0.06163156422005184,0.06711511647751162
201408,0.0493714462526871,0.05052266401890388,0.056628919651940855
201409,0.05447563425294053,0.05858044344367275,0.07052802984829391
201410,0.07803327530988562,0.06656858846472158,0.06632774018548016
201411,0.05809723552993509,0.061841105447597654,0.06177295557863455
201412,0.08409333393807264,0.08294937454297693,0.08323249184768507
201501,0.11211503836593545,0.11554057480291298,0.10867996853941184
201502,0.10977628105581823,0.09871018280311382,0.08375027904623919
201503,0.0890497687696945,0.08619340415034171,0.08242953847399183
201504,0.059917841396145664,0.0693533851970851,0.0815917011090291
201505,0.08251723003689207,0.09615319487790573,0.1084648241082772
201506,0.09268525653432493,0.11172252189817608,0.11438776759042062
201507,0.08306524051319095,0.08934909269390896,0.09726654241140033
201508,0.07504675598327946,0.0835034632202219,0.08920290342258551
201509,0.07790507790995588,0.08008832680261264,0.0875822995843279
201510,0.07381702016576865,0.06691490747751898,0.06683527927747115
201511,0.05482797774473349,0.04787815127412673,0.0493273738227253
201512,0.0830283965845072,0.08752856304529724,0.09469611642524955
201601,0.06450422409593139,0.06805621785077862,0.07216975468664837
201602,0.07696615808455429,0.0835210541788938,0.08572612109344556
201603,0.08380772261041154,0.07249250819718961,0.06885881397992344
201604,0.054636140786812615,0.05696389428146093,0.05767571885547365
201605,0.05913771154093915,0.05794555111705592,0.055290634116630585
201606,0.09754259029361115,0.09831656301129697,0.0946473522490123
201607,0.05865983662063612,0.06830361919306766,0.07097242976905042
201608,0.07049869454583856,0.0651865668848089,0.06504935063685476
201609,0.052131135556957836,0.05965126807729124,0.06727543841178578
201610,0.044402479732261774,0.05369424589083108,0.06140257697814722
201611,0.09680995293848273,0.11319905305991292,0.10928924579042089
201612,0.07730480557225664,0.06931126604918023,0.06463111870087625
201701,0.08196829015935629,0.08008243932167632,0.0710211079970986
201702,0.06594247331051752,0.0602480429689449,0.05226291792304084
201703,0.06826991120302889,0.06327461246958394,0.061836151993534344
201704,0.06644871802046132,0.06458963740637791,0.05653278519977293
201705,0.05402499829751608,0.05410069551280486,0.044994978844729104
201706,0.04670211244116622,0.05204012205323727,0.05321813730114039
201707,0.04781585421383271,0.054868640694433375,0.05454976912413985
201708,0.04432619308728005,0.04995706443035041,0.04752502121631515
201709,0.06277040440638937,0.07002326984349634,0.06641790491919748
201710,0.04767625561497157,0.05058056972796145,0.04844934391892805
201711,0.04046155644098935,0.047711373818884746,0.05357926744669864
201712,0.042450444337707005,0.05127871238449575,0.06378342667822248
201801,0.04184297139967576,0.052173698709690894,0.05816070531498484
201802,0.08433483800828973,0.08743936192883728,0.07679707820491424
201803,0.05125552768579765,0.05523216189040235,0.05262594324618998
201804,0.04479019305666918,0.05067476983518435,0.053931402594961375
201805,0.08097375130234535,0.07374607029506522,0.06440542052160976
201806,0.04625189455143894,0.04740916876438381,0.04286924681864562
201807,0.03473145625994437,0.039751991321459096,0.04461020034764363
201808,0.040769539786028416,0.04236769080664592,0.041032525121023365
201809,0.045133517769909974,0.047201895309119134,0.047636951721371
201810,0.054819593470994056,0.059927025203774416,0.05660835296803876
201811,0.04979405984083704,0.0444845782210002,0.04406406217507033
201812,0.06484057702233952,0.05884288895612155,0.06312751132187452
201901,0.0804850946482759,0.0678416188832174,0.059607827337427734
201902,0.05249513183575486,0.054675678637410664,0.05226427639618633
201903,0.06769216328275224,0.06181387786096251,0.05679320856453039
201904,0.05751281984781819,0.05811275735151396,0.05206997971051423
201905,0.0682160106088613,0.0621210175583085,0.05168480255671088
201906,0.06464767598562066,0.05571817171957182,0.05584065823415452
201907,0.06117356715976857,0.06047118649295904,0.06139603393151853
201908,0.09969394191301642,0.09737921217308405,0.09949895370647788
201909,0.09016774891434,0.09161286423433705,0.08970392213694517
201910,0.07496392980021938,0.06951464324886704,0.06525564722657691
201911,0.06402930019524672,0.0650995069865712,0.06868478362582173
201912,0.06678736624518236,0.07111603110708976,0.0752280836533824
202001,0.06480597709872164,0.0724948723034537,0.07852586812016812
202002,0.08655559618960434,0.07987700571058579,0.07399856454743439
202003,0.20216026231564113,0.25908734923199417,0.2816730853212497
202004,0.05265725235732825,0.07973737225485467,0.09373395775756442
